Participating unions,Number of elections and cross-checks,Elections and cross-checks won by / A. F. of L. affiliates / Number,Elections and cross-checks won by / A. F. of L. affiliates / Percent,Elections and cross-checks won by / C. I. O. affiliates / Number,Elections and cross-checks won by / C. I. O. affiliates / Percent,Elections and cross-checks won by / Unaffiliated unions / Number,Elections and cross-checks won by / Unaffiliated unions / Percent,Eligible voters / Number,Eligible voters / Percent casting valid votes,Valid votes cast for / Total,Valid votes cast for / A. F. of L. affiliates / Number,Valid votes cast for / A. F. of L. affiliates / Percent,Valid votes cast for / C. I. O. affiliates / Number,Valid votes cast for / C. I. O. affiliates / Percent,Valid votes cast for / Unaffiliated unions / Number,Valid votes cast for / Unaffiliated unions / Percent,Valid votes cast for / Against unions
Total,4919,1620,32.9,1898,38.6,560,11.4,1087177,82.2,893758,215453,24.1,350295,39.2,140821,15.8,187189
