row_label,col_1,col_2
A. Charges filed against employers under Sec 8(a),,
Subsections of Sec. 8(a): Total cases,26058,100.0
8(aX1),4332,166
800(1X2),227,09
800(1X3),9699,37.2
g(a)(IX4),195,0.7
800(1)(5),7778,29.8
8(a)(1X2)(3) •,206,0.8
8(a)(1)(2)(4),6,0.0
8(1)(1)(2)(5),174,0.7
8(1)(1)(3)(4),641,2.5
8(a)(1X3)(5) .,2496,9.6
8(aX1)(4)(5),24,0.1
8(a)(1X2X3X4),' 16,0.1
8(a)(1X2)(3)(5),116,0.4
8(a)(1X2)(4)(5),6,0.0
8(a)(IX3)(4)(5),94,0.4
800(1)(2)(3)(05),48,0.2
',',
8(a)(I),26058,100.0
8(a)(2),799,31
8(a)(3),13316,51.1
8(aX4),1030,4.0
8(a)(5),10736,41.2
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b). Total cases,8674,100.0
8(b)(1),6168,71.1
8(b)(2),39,0.4
8(b)(3),168,1.9
8(bX4),743,8.6
WV),4,0.0
8(b)(6),9,0.1
8(b)(7),114,1.3
8(bX1)(2),868,10.0
8(0)(1)(3),327,3.8
8(b)(1)(5),2,0.0
8(b)(I)(6),3,0.0
8(b)(2X3),5,0.1
8(bX2X5),1,0.0
8(b)(1)(2X3),212,2.4
8(b)(1)(2X5),3,0.0
8(b)(1X2)(6),I,0.0
8(b)(1)C3X5),1,0.0
8(b)(1)(3X6),1,0.0
8())(2)(3X6),1,0.0 0.0
8(b)(1)(2X3)(5) 8())(1)(2X3)(6),1 3,0.0
