row_label,col_1,col_2
Otis Elevator Co,45,419
Otis Elevator Co,48,525
Otis Elevator Co,48,1287
Owosso Metal Industries Co,50,698
Pacific Box Co,50,720
Pacific Coast Fabricators Inc,46,624
Pacific Gas & Electric Co,44,665
Pacific Gas & Electric Co,45,536
Pacific Gas & Electric Co,46,1191
Pacific Gas & Electric Co,47,264
Pacific Gas & Electric Co,48,1176
Pacific Gas & Electric Co,49,810
Pacific Mills,48,844
Packard Motor Car Co,47,932
Palmer Match Co,49,767
Pan-American Petroleum Corp,46,916
"Paramount Pictures, Inc., Famous Music Corp., Paramount Music Corp",45,116
Paramount Shoe Co,46,587
Park Drug Co,45,1083
Park & Tilford Import Corp,47,411
"Patch-Wegner Co., Inc",44,298
"Pearson, J. G.,_Co",49,622
Peavey Paper Products Co,42,1213
Peck Stow & Wilcox Co,45,574
"Peerless of America, Inc",48,1236
Penn Paper & Stock Co,48,1191
"Pennsylvania Shipyards, Inc",45,1363
"Pennsylvania Shipyards, Inc",49,1194
"Peoples Life Insurance Co. of Washington, D. C",46,1115
Pepperell Manufacturing Co,42,518
"Permanente Metals Corp., The",45,931
Peter Cooper Corp,49,933
"Petersen, Julius, Shipyard Co",46,1049
Phoenix Mfg. Co,44,1388
Phelps Dodge Corp,48,489
Phelps. Dodge Copper Products Corp,47,310
Philadelphia Terminal Auction Co,44,454
Phillips Petroleum Co,48,934
Phillips Petroleum Co,48,248
"Pickands, Mather & Co., Penn Iron Mining Co",43,684
"Pickands, Mather & Co., Verona Mining Co., James Mining Co_",44,1080
Pidgeon-Thomas Iron Co,46,174
"Pierson Machine Co., Pierson, Erwin A., an individual, d/b/a",43,1169
"Pilley, Frank, & Sons",47,863
