row_label,Number employees eligible to vote,Total elections,Percent of total,Cumulative percent of total,Elections in which representation rights were won by / AFL-CIO unions Number,Elections in which representation rights were won by / AFL-CIO unions Percent by size class,Elections in which representation rights were won by / Teamsters Number,Elections in which representation rights were won by / Teamsters Percent by size class,Elections in which representation rights were won by / Other national unions Number,Elections in which representation rights were won by / Other national unions Percent by size class,Elections in which representation rights were won by / Other local unions Number,Elections in which representation rights were won by / Other local unions Percent by size class,Elections in which no representative was chosen / Number,Elections in which no representative was chosen / Percent by size class
Total RC and RM (grand total),432264,7433,100.0,100.0,2097,100.0,457,100.0,239,100.0,248,100.0,3885,100.0
