row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
C. By amounts of monetary,2208,2125,405,0,,3,1717,83,64,0,19,0,0
"recovery, total ......................",60132046,59429069,29829450,2429548,2491453,3894092,20784526,702977,285622,0,277439,25019,114897
"Backpay (includes all monetary payments except fees, dues, and fines).................................",51560322,51092574,23396602,2408858,2491453,3670296,19125365,467748,221068,0,134498,25019,87163
"Reimbursement of fees, dues,and fines...................",8571724,8336495,6432848,20690,0,223796,1659161,235229,64554,0,142941,0,27734
