row_label,col_1
1-0-2963,Brown & Sharpe Mfg. Co.
20-0-1445,"Ensher, Alexander & Barsoom, Inc."
8-0-1801,"Fairfield Engineering Co., The."
3-0-829 10-0-1739 15-0-1052,"Geraldine Novelty Co., Inc. Gibbs Corp. Gibson County Electric Membership Corp."
10-0-1292 9-0-2206,"Haim Harrington & Marsh, Inc. Hoppes Manufacturing Co."
18-0-1317,"Kingston, Russell."
18-0-1192,"Northwest Glove Co., Inc."
18-0-1257,"Oliver Corp., The."
5-0-2052 18-0-1250 10-0-1939 9I-0-1461,Parkside Hotel. Penokee Veneer Co. People Motor Express Inc. Pillsbury Flour Co.
2-0-5979 10-0-1579 13-0-2459,"R. C. A. Mfg. Co., Inc. Reynolds Corp. Russell Electric Co."
15M-C-1222,"Salant & Salant, Inc."
"15M-0-1002 Tishoming Country Electric Power Association. 5-0-1862 Tomlinson of High Point, Inc.","15M-0-1002 Tishoming Country Electric Power Association. 5-0-1862 Tomlinson of High Point, Inc."
1-4342629,Underwood Machinery Co.
1-0-2071,Worcester Woolen Mills Corp.
B. Unfair Labor Practice Cases Decided on the Basis of a Stipulation of Agreement Entered Into by the Parties,B. Unfair Labor Practice Cases Decided on the Basis of a Stipulation of Agreement Entered Into by the Parties
10-0-1938,Atlantic Co.
2-0-6607,"Barth-Feinberg, Inc."
5-0-2193,"Richmond Coca-Cola Bottling Works, Inc."
6W-C-2122 Gennett Oak Flooring Co.,6W-C-2122 Gennett Oak Flooring Co.
1-0-2902,"Lathrop Engine Co., The."
