row_label,Size of establishment (number of employees),Total number of situations,Total Percent of all situations,Total Cumulative percent of all situations,Type of situations / CA / Number,Type of situations / CA / Percent by size class,Type of situations / CB / Number,Type of situations / CB / Percent by size class,Type of situations / CC / Number,Type of situations / CC / Percent by size class,Type of situations / CD / Number,Type of situations / CD / Percent by size class,Type of situations / CE / Number,Type of situations / CE / Percent by size class,Type of situations / CP / Number,Type of situations / CP / Percent by size class,Type of situations / CA-CB combinations / Number,Type of situations / CA-CB combinations / Percent by size class,Type of situations / Other C combinations / Number,Type of situations / Other C combinations / Percent by size class
Total,13329,100.0,,9188,100.0,1753,100.0,926,100.0,362,100.0,54,100.0,319,100.0,742,100.0,175,100.0,
Size-bracket,,,,,,,,,,,,,,,,,,,,
