row_label,col_1,col_2,col_3
2-CC-23,"AFL Distillery Workers, & Wine, Liquor & Distillery Workers Union Local 1 (McKesson & Rob- bins, Inc., et. al.).",15-CC-1,"AFL Teamsters, Local 201 (The Interna- tional Rice Milling Co. Inc., American Rice Milling Co., Inc. & The Louisiana State Rice Milling Co., Inc.,"
2-CC-40,"AFL Electrical Workers, Local 501 &Wm Patterson (Langer,",8-CC-4,"& The Supreme Rice Mill). CIO Oil Workers, Local"
10-CC-11,"Samuel). AFL Electrical Workers, Local 760 (Roane- Anderson Co.).",,"Union 346 (Pure Oil Co, The). Department Store Em-"
21-CC-13,"AFL Printing Pressmen Printing Specialties & Paper Converters Union, Local 388 (Sea'right Pacific,",2-CC-62,"ployees Union, Local 1250 (Oppenheim Col- lins & Co., Inc.)."
,Ltd.).,,
5. LMRA-CDcases,5. LMRA-CDcases,5. LMRA-CDcases,5. LMRA-CDcases
21-CD-19,"AFL-Los Angeles Build- ing & Construction Trades Council & Lloyd A. Nashburn, Agent, AFL Carpen- ters, Millwright & Machine Erector Local 1607 (Westing- house Electric Corp. & Stone & Webster Engineering Corp.).",19-CD-4 36-CD-2 20-CD-1,"CIO Longshoremen & Warehousemen, Local 16 (Juneau Spruce Corp.). CIO Marine Cooks (Irwin-Lyons Lum- ber Co. a Corp.). Machinists, Inter- ' national Association of, & Lodge 68 (Moore Dry Dock Co.)."
B. Cases decided on the basis of a stipulation entered into by the parties,B. Cases decided on the basis of a stipulation entered into by the parties,B. Cases decided on the basis of a stipulation entered into by the parties,B. Cases decided on the basis of a stipulation entered into by the parties
NLRA-C cases,NLRA-C cases,NLRA-C cases,NLRA-C cases
10-0-2211 10-C-2048,Atlantic Cotton Mills. Avondale Mills.,16-0-1304,Itasca Cotton Manu- facturing Co.
14-C-1221 19P-C-0048,"Barite Mining Co. Bones, W. W., Logging Co. Bones, W. W., & Lilli an A. Bones,",15M-C-0021,"Lingle Refrigerator Co., Inc."
14-0-1322,d/b/a. Brown Shoe Co.,10-C-2279,MacDonald Printing Co.
10-C-2164,,13-0-2857,"Metropolitan Indus- tries, Inc."
10-C-2167,"Carolyn Chenille, Inc. Coal City Cooperage Co.",16-0-1468,Mid-Co. Gasoline Co.
10-C-2100,Danville Knitting Mills.,14-0-1307,New Era Shirt Co.
16-C-1322,"Fleming & Sons, Inc.",7-0-1791,Producer's Service Corp.
16-C-1580,Harvest Queen & Eleva- tor Co.,19P-C-0018 16-C-1572,"S & K Lumber Co. Stone, J. E., Lumber"
10-C-2118,"Home Beneficial Life Insurance Co., Inc.",,Co.
10-C-2122,"Horton's Laundry, Inc.",10-C-2183,Swift Manufacturing Co.
14-0-1250,Illinois Thrifty Drug Co.,10-0-2228,Tifton Cotton Mills.
