row_label,col_1,col_2,col_3
3-RC-3 7-RC-41,"Geneva Forge, Lc. Gerity Michigan Corp.",31-RC-8,Mills. International Harvester
21-RC-264,Gerry Arizona Industries.,,Co.
4-RC-74,Gloucester Paper Stock Co.,32-RC-31,International Harvester Co.
6-RC-36,"Goodrich, B. F., Co., The Goodrich, B.* F.,Co.,The.",18-RC-70,International Sugar Feed' Co. & Priority Mills.
9-RC-75 - 16-RC-77,Goodyear Synthetic Rub-,36-RC-1,"Iron Fireman Manufac- turing Co., The."
8-RC-11,"ber Corp. Goodyear Tire ,& Rubber Co., The.",9-RC-17,Ironton Fire Brick Co.
2-RC-15 10-RC-43 •,Granite Mills. Great Atlantic & Pacific,35-RC-44 16-RC-54,"Jasper Chair Co. •Jefferson Chemical Co. Jensen, George, Inc."
9-RC-138,"Tea Co., The. Cincinnati Brew- . ers Assoc.",2-RC-56 2-RC-198,Johnson Chas. B.
,"""Greater",36-RC-59,•Johnson Lumber Co.
36-RC-67,"Great Lakes Carbon Corp., Dicalite Divi- sion.",9-RC-106,Kanawha Maple Manu- facturing Co.
"15-RC-5 16,..-RC-32 18-RC-99","Green Lumber.Co., The. Cotton Oil Co.",17-RC-56 1-RC-323,"Kansas City Star Co. Kelley, 0. G, . Co."
,Greenville,,
,Griffin Wheel Co.,9-RC-82,Keystone Construction
36-RC-18,Grigsby. Brothers Paper Box Co.,,Co. . Keystone Macaroni
,,4-RC-77,Manufacturing Co.
14-RC-8 8-RC-167,"Hager Hinge Co. Hamlin Metal Products Co. James, Co., The",32-RC-34 3-RC-78 30-RC-47,"Kimberly-Clark Corp. Kinfolks, Inc."
k-RC-149 1-RC-271 1-RC-20,"Hanley, Hannaford Bros. Co. Woolen Mills, Inc. & Allen Co.",13-RC-209,"King Investment & • Lumber Co., The. Kling Bros. Engineering Works. Knapp Bros. Shoe Co."
20-RC-120 1-RC-390,Hargo Harris Harris Baking Co.,1-RC-24.4 5-RC-98,"Koppers Co., Inc. Koven, L. O. & Bros.,"
20-RC-30,ing Co. Tractor Co. Hershey Machine,2-RC-29,Inc.
10-RC-156,Hartsville Manufactur- Herboth,,
4-RC-120,& Foundry Co.,10-RC-120 6-RC-8 36-RC-75,"Kress, S. H. ' & Co. . Kroger Co., The."
17-RC-64,Driv-Ur-Self,,Kupp Motor Co. •Lane-Wells Co.
• 6-RC-31,"Sta- tions, Inc. G. H., Inc.",21-RC-66,Leader Electric
10-RC-75 7-RC-140,"J. M., Co. Carburetor Co.",13-RC-104,Manufac- turing Corp. Lee Furniture Manufac-
16-RC-68,"High, Holley. 'Food Stores,",9-RC-87,turing Co. Le John
,"Hom-Ond Inc. Honolulu Roofing Co.,",14-RC-7,Manufacturing Co. Lewin-Mathes Co.
37-RC-2,Ltd.,,
31-RC-13,Inc.,- 1-RC-4,Lewiston Buick Co.
1.611C-130 1-RC-275,"Hotpoint, Houston Oxygen Co. Hub Cycle & Radio Co.,",9-RC-69,Leyman Manufacturing
,Inc.,8-RC-91,Co. Libby-Owens-Ford Glass Co.
16-RC-29,Tool Co. Packing Co.,2-RC-59,Liberty Carillons.
14-RC-176 4-RC-58,"Hughes Hunter Edgar F., Co.",,Linde Air Products
5-RC-47,"Hurff, Bedding Co.",21-RC-215,The.
,Ideal Ingersoll ' Milling chine Co.,35-RC-2S,"Co.,"
13-RC-87,Ma-,,"Linde Air Products Co., The."
10-RC-99 2-RC7100,Container News,5-RC-103 €),"Locust • Pih Co., Inc., The."
,Inland Corp. Co.,,
10-RC172,phone Co.,16-RC-21,Longhorn Sash & Co.
,General,,
,Electric Co.,,Loumac Combing
2-RC-211,,1-RC-296,
,,,"Co.,"
,,,Door
,Interborough Inter-Mountain Tele-,,
,International,,
,Hertz,,
,,13-RC-160,
,"Hess,",,
