row_label,col_1,col_2
CHAPTER,,Page
VIII.,Enforcement Litigation,151
,A. Board and Court Procedure,151
,B. Representation Proceedings,153
,1 Conduct Affecting Election,153
,2. Other Issues,154
,C Unfair Labor Practices,155
,1. Employer Interference With Employee Rights_,155
,2. Employer Assistance to Labor Organizations_,157
,3. Employer Discrimination Against Employees,159
,4. The Bargaining Obligation,161
,5. Union Interference With Employee Rights,162
,6 Union Coercion of Employer in Selection of Representative__ __,163
,7. Union Causation of Employer Discrimination,164
,8. Secondary Boycotts and Strikes,165
,9. Jurisdictional Dispute Issues,165
,10. Consumer Picketing,166
,11. Hot Cargo Agreements,167
,12. Prehire Contracts,168
,D. Remedial Order Provisions,169
IX.,Injunction Litigation,170
,A. Injunctive Litigation Under Section 10(j),170 172
X,B Injunctive Litigation Under Section 10(1) Contempt Litigation,178
XI,Special and Miscellaneous Litigation,182
,A. Judicial Intervention in Board Proceedings,182
,B. Board Intervention in Court Proceedings,185
,C. Freedom of Information Act Litigation,187
Index,of Cases Discussed,191
Appendix.,,
,Statistical Tables for Fiscal Year 1976,196
,Glossary of Terms Used in Statistical Tables,196
,Subject Index to Annual Report Tables,204
,TABLES,
TABLE,,Page
1.,"Total Cases Received, Closed, and Pending, Fiscal Year 1976",205
1B,"Year 1976 Representation Cases Received, Closed, and Pending Fiscal Year 1976",206 207
2.,"Types of Unfair Labor Practices Alleged, Fiscal Year 1976",208
3A.,"Formal Actions Taken in Unfair Labor Practice Cases, Fiscal Year 1976",
3B.,"Formal Actions Taken in Representation and Union Deauthorization Cases, Fiscal Year 1976",209
3C.,"Formal Actions Taken in Amendment of Certification and Unit Clari- fication Cases, Fiscal Year 1976",210 212
4. Fiscal,"Remedial Actions Taken in Unfair Labor Practice Cases Closed, Year 1976",213
