row_label,col_1,col_2,col_3
-13-R-4537,Co. Airlastic Rubber Co.,,Co. Corn Products Refining
15-R=1616,"Alabama Electric Coop- erative, Inc.",13-R-4402,Co. Curtiss-Wright Corp.
13M-R-15 • 5-R-3010,Allis-Chalmers Manufac- turing Co.,9-R-2739 18-R-1929,Machine &
,Alltite Motor Products Co. of Virginia.,,Davenport FoundrY Co.
4-R-2761 4-R-2752,Alpha Lithograph Co. American Chain & Cable,19-R-2168,"Day Mines, Inc."
10-R-716,"Co., Inc. American Manufacturing",14-R-1720 16-R-2207,Dazey Corp. Dickson Jenkins Manu- facturing Co.
9-R-2304,Co. American Protection Co.,15M-R-95,Dierks Lumber & Coal Co.
16E-R-19,American Smelting & Re- fining Co.,16-R-2431,Dixie Wax Paper Co. Dow Chemical Co.
• 1-R-3873,American Sugar Refining,7-R-2690 2-R-7752,"Du Mont, Allen B.,"
14-R-1826,Co. American Thermometer,9-R-2764,"Lab. oratories, Inc. Dunbar Grass Corp."
16-R-2325,Co. American Zinc Co. of Illinois.,,Earl Gear & Machine
8-R-2704 4-R-2712,,4-R-2750,"Co., The. Electrical Equipment Co."
4-R-2715,Armour Fertilizer Works. Armstrong Cork Co. Baldwin Locomotive,5-R-2997 1-R-3897 16-R-2437,Electric Boat Co. Elgin Standard Brick Co.
• 6LR-1693,"Works, The. Baldwin Locomotive Works, The, Standard Steel Works Division.",17-R-1720,Fairchild Engine & Air- plane Corp.
• 2-R-7982,,16-R-2390 16E-R-34,Fehr Baking Co. Ferguson Steere Motor ' Co.
,Beattie Rug Manufac- turing Co.,1-R-3861,Firestone Rubber & La- tex Products Co.
10-R-2804 13-R-4398,"Beechwood Lumber Co. Bendix Aviation Corp.,",i 13M-R-32,Fort Howard Paper Co. Friden Calculating Ma-
,Bendix Products Divi- sion. Bethlehem Steel Co.,20-R-2294,chine Co.
2-R-7881 16-R-2433,Bryant Heater Co.,16-R-2436,Frost Lumber Industries
19-R-2172,Bunker Hill & Sullivan Mining & Concentrat-,,"of Texas, Inc."
13-R-4533,ing Co. Burgess Battery Co.,10-R-2807 9-R-2694,Gaylord Container Corp. Gemco Engineering &
14-R-1789,Busch-Sulzer Bros.,9-R-2647,"Manufacturing Co. General Electric Co.,"
21-R-4090.,California Walnut Grow- ers Association.,21-R-4081,Kentucky Glass Works.
17-R-1837,Capital City Upholster-,15-R-2242,General Electric Co. Gooch Bros. Lumber Co.
•1-R-3867,ing Co. Cascade Woolen Mills:,10-R-2726,Great Atlantic & Pacific
•13M-R-12,"Case, J. I. Co.",,"Tea Co., The."
10-R1 2625' 1-R-3868,"Central Sash & Door Co. Churchward & Co., Inc.",.10-R-2730,H. & • H. Manufacturing .Co.
10-R-2820 5W-R-92,"Clark Thread Co., The Clarkton Gramwood Products Co., Inc.",2-R-7772,"Hancock, John, Mutual Life Insurance Co."
20-RE-59,Coca-Cola Bottling Co.,,Harden Mortgage Loan Co.
19-R-2173,of California. D' Alene Mining,16-R-2352,
,Coeur Corp.,2-R-7922,Hardy Plastics & Chem- ical Corp.
,Combustion Engineering,,Lumber &
14-R-1603,,15-R-2176,Hattiesburg Supply Co.
,"Co., Inc.",,
