row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,4309,3972,92 2,2552,1420,5935,5117,86 2,1763,3354
A. F. L,1958,1824,93 2,1146,678,2297,2023,88 1,668,1355
C. L 0,2019,1855,91 9,1206,649,1592,1397,87 8,536,861
Unaffiliated,332,293,88 3,200,93,2046,1697,82 9,559,1138
