row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
1-union electrons AFL-CIO v. Local,401 2,309 50.0,124 1,115 1,3 -,6 0,1 0,554 27,221 27,221 -,,367 0,"9,723 333"
Local v. Local,1 3,100.0 663,1 2,- 1,---- 0,1 1,1,581,248,221,0,27 27,0 333
2-union elections,1,100.0,1,1,,,0,85,",85",85,,,0
AFL-CIO v. AFL-CIO v. AFL-CIO,,,1,1,0,0,,85,85,85,0,0,0
3-union election Total RD elections,1 405,100.0 31.4,127,117,3,7,0 278,18417,8361,7767,200,394,10056
