row_label,col_1
6-C-992,Allis-Chalmers Mfg. Co.
6-0-1028,Allis-Chalmers Mfg. Co.
10-C-1725,"Allison, J. H.,& Co."
9-C-2098,"American Aircraft Mfg. Co., The."
18-0-2537,American Gear & Mfg. Co.
1-0-2520,"Anthony, IL, & Sons, Inc."
10-0-1757,Athens Mfg. Co.
18-C-2747,"Aurora Wall Paper Mill, Inc."
18-C-2664,"Austin Company, The."
2-C-5815,"B. B. Crystal Co., Prosper Brozen, Individual, d/b/a."
4-0-1495,"Baker, Harold W., Co."
8-0-796,Bausch & Lomb Optical Co.
8-0-840,Bausch & Lomb Optical Co.
18-0-1213,Benson Produce Co.
5-0-2062,"Bergmans, Inc."
6-0-1000,Bethlehem Steel Co.
10-0-1680,"Blue Ridge Shirt Mfg. Co., Inc."
13-0-2882,"Boreva Sportwear, Inc."
8-0-810,Brown Radio Service & Laboratory.
15-0-1045,"Bruce, E. L., Co."
15-0-1095,Burgle Vinegar Co.
20-0-1428,Califruit Canning Co.
21-0-2428,Cannon Mfg. Corp.
19-0-1865,Cape Arago Lumber Co.
10-0-1802,Capitol City Candy Co.
20-0-1422,Capling Packing Corp.
15-0-1074,Carey Salt Co.
13-0-2741,"Caroline Mills, Inc. Case, S. I., Co."
10-0-1755,
11-0-1264,Chesty Food Co.
8-0-775,"Clark Bros. Co., Inc."
20-0-1372,Colgate-Palmolive-Pete Co.
2-0-5895,"Colonic Fibre Company, Inc."
13-0-2825,Consolidated Mfg. Co.
5-0-2087 10-0-1812,Craddock-Terry Shoe Corp.
,"Crompton Highland Mills, Inc."
7-0-1382,Detroit Edison Co.
14-0-1155,Durasteel Co.
8-0-1788,"Dyson, Joseph & Sons, Inc."
19-0-1406,"Electrical Steel Foundry Co., a Corp."
5-0-2078,Emery's Motor Coach Lines.
7-0-1312,Eureka Vacuum Cleaner Co.
4-C-1590,Ewing-Thomas Corp.
,"Fafnir Bearing Co., The."
1-0-2683 16-0-1285,Fairmont Creamery Co.
18-0-1224,Fisher Governor Co.
