row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Food and kindred products……………………………...,134,49,49,0,0,85,10582,9217,4708,4421,211,76,4509,5083
Tobacco manufacturers…………………………….…...,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textile millproducts……………………………………,6,3,3,0,0,3,492,464,237,237,0,0,227,234
Apparel and other finished products made from fabric and similar materials………………………………….,9,5,4,0,1,4,1412,1184,512,338,0,174,672,522
Lumber and wood products (except furniture)…………,52,22,19,1,2,30,5226,4812,2227,2035,181,11,2585,2232
Furniture and fixtures…………………………………..,23,5,5,0,0,18,2080,1965,635,635,0,0,1330,158
Paper and alliedproducts……………………………….,32,15,11,0,4,17,2950,2768,1296,1033,0,263,1472,1263
"Printing, publishing, and allied products……………….",48,16,13,0,3,32,3629,3301,1390,1333,0,57,1911,810
Chemicals and allied products………………………….,73,26,24,0,2,47,5261,4758,1853,1644,53,156,2905,1024
Petroleum refining and related industries………………,8,5,5,0,0,3,158,149,77,77,0,0,72,91
Rubber and miscellaneous plastic products…………….,37,12,10,2,0,25,4400,4034,1701,1543,158,0,2333,1483
Leather and leatherproducts……………………………,1,0,0,0,0,1,147,146,37,37,0,0,109,0
"Stone, clay, glass, and concrete products……………….",74,23,22,1,0,51,5579,5115,2394,2265,106,23,2721,1186
Primary metal industries………………………………..,89,31,28,1,2,58,8959,8414,3843,3377,65,401,4571,2868
Fabricated metal products (except machinery and transportation equipment)………………………,93,35,34,1,0,58,9424,8862,4239,4084,155,0,4623,4823
Machinery (except electrical)…………………………..,75,33,33,0,0,42,9291,8591,4060,3476,122,462,4531,3380
"Electrical and electronic machinery, equipment, and supplies……………….………………………………",34,15,14,0,1,19,3138,2769,1266,1236,0,30,1503,1145
Aircraftandparts……………………………………….,72,32,29,0,3,40,10637,9713,4904,4341,7,556,4809,5119
Ship and boat building and repairing…………………...,3,0,0,0,0,3,211,103,12,12,0,0,91,0
Automotive and other transportation equipment……….,4,1,1,0,0,3,360,320,115,115,0,0,205,14
"Measuring, analyzing, and controlling instruments; photographic, medical, and optical goods; watches andclocks…………………………………………….",19,9,7,0,2,10,774,673,338,280,0,58,335,236
Miscellaneous manufacturing industries………………..,33,8,7,0,1,25,2986,2779,1069,917,129,23,1710,270
Manufacturing…..………………………………..,919,345,318,6,21,574,87696,80137,36913,33436,1187,2290,43224,31941
