row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine,7,3,3,0,0,4,389,366,159,132,27,0,207,24
New Hampshire,3,1,1,0,0,2,256,233,98,98,0,0,135,160
Vermont,7,5,4,1,0,2,119,116,71,46,25,0,45,89
Massachusetts,73,39,37,2,0,34,3334,3174,1581,1346,235,0,1593,1682
Rhode Island,11,8,8,0,0,3,730,702,384,360,24,0,318,655
Connecticut,42,18,16,0,2,24,1982,1741,825,607,19,199,916,746
New England,143,74,69,3,2,69,6810,6332,3118,2589,330,199,3214,3356
New York,271 144,157 64,138 49,5 3,14 12,114 80,"18,281 7,003","14.701 5,811","7,603 2,524","6,662 1,874",214 154,727 496,"7,098 3,287","7,645 2,242"
New Jersey,187,81,65,5,11,,11838,10320,,3910,269,690,5451,
Pennsylvania,,,,,,106,,,4869,,,,,4747
Middle Atlantic,602,302,252,13,37,300,37122,30832,14996,12446,637,1913,15836,14634
Ohio Indiana,170 80,76 30,72 28,4 2,0 0,94 50,"13,537 7,273","12,350 6,718","5,523 2,887","5,372 2,750",135 29,16 108,"6,827 3,831","3,835 2,001"
,,,,,5,86,8861,7938,3723,3477,114,132,4215,
Illinois,161,75,68,2,,,,,,,,,,2759
Michigan,170,75,72,0,3,95,13356,11796,5846,5270,33,543,5950,5124
Wisconsin,61,27,24,3,0,34,3780,3419,1680,1422,250,8,1739,1.261
East North Central,642,283,264,- 11,8,359,46807,42221,19659,18291,561,807,22562,14980
Iowa,28 66,15 28,14 24,1 1,0 3,13 38,"1,592 3,827","1,382 3,322","582 1,508","571 1,421",11 31,0 56,"800 1,814",499 800
Minnesota Missouri,101,43,40,0,3,58,5673,4845,1717,1610,9,98,3128,1077
North Dakota,7,5,5,0,0,2,78,69,32,32,0,0,37,33
,,,,,,,178,,,61,0,7,104,22
South Dakota,6,3,2,0,1,3 5,2145,172,68,,0,0,963,
Nebraska Kansas,9 23,4 10,4 10,0 0,0 0,13,5099,"1,902 4,252","939 3,754","939 2,673",0,1081,498,"1,845 4,742"
West North,,,99,2,7,132,18592,,,7307,51,1242,7344,9018
Central,240,108,,",",,,,15944,8600,,,,,
