row_label,col_1,col_2
Appendix C. Decisions Rendered During 1943 143,Appendix C. Decisions Rendered During 1943 143,Appendix C. Decisions Rendered During 1943 143
,Volume,Page
Hillcone Steamship Co,42,972
"Hillside Fluorspar Co., Keystone Mine",45,20
Hoosac Mills Corp,47,1361
Hoosier Panel Co,45,478
"Hopkins, J. L., Co., Inc",47,213
Houdaille-Hershey Corp,43,726
Houston Press,42,656
Houston Shipbuilding Corp,46,161
"Hubbard & Co., Beall Tool Division",45,1
"Hudson., J. L., Co., The",46,225
"Hudson, J. L., Co., The",49,273
"Hudson Motor Car Co., Hudson Jefferson Plant, Hudson Naval Ordnance Plant",45,55
Hughes Tool Co,45,821
"Hulburd, Warren & Chandler",50,675
Humble Oil & Refining Co,44,518
Humiston Keeling & Co,45,500
"Huntington Land & Improvement Co., Standard Felt Co. Divi- sion of",42,237
Hunt-Spiller Mfg. Corp,47,957
Hutchinson Foundry & Steel Co,43,280
Huttig Mfg. Co,48,1478
Hydraulic Press Brick Co,47,286
Indiana Desk Co,45,547
Indianapolis Water Co,48,1399
Inland Container Corp,47,952
"Innis Speiden & Co., Isco Chemical Division",47,1282
Inspiration Consolidated Copper Co,49,751
Inspiration Consolidated Copper Co,44,1160
Intercontinent Aircraft corp,50,99
International Detective Agency,50,219
"International Engineering Works, Inc",49,1129
"International Harvester Co., Springfield, Ohio",48,273
"International Harvester Co., Wisconsin Steel Works",42,1276
"International Harvester Co., McCormick Works",44,1332
"International Shoe Co., Wood River Tanneries",49,73
International Smelting & Refining Co,42,1364
International Steel Co,44,559
Iowa Electric Light & Power Co,46,230
"Iowa Packine,Co",45,733
J-M Service Corp,50,26
Jaeger Watch Co,45,
Jahn & Oilier Engraving Co,46,616
Jamestown Lounge Co,49,1289 548
"Jamestown Metal Equipment Co., Inc",50,839
