row_label,Circuit court of appeals (headquarters),Total Fiscal Year 1992,Total Cumulative 1987-1991,Affirmed in full — Fiscal Year 1992 Number,Affirmed in full — Fiscal Year 1992 Percent,Affirmed in full — Cumulative 1987-91 Percent,Modified — Fiscal Year 1992 Number,Modified — Fiscal Year 1992 Percent,Modified — Cumulative 1987-91 Percent,Remanded to Board — Fiscal Year 1992 Number,Remanded — Fiscal Year 1992 Percent,Remanded — Cumulative 1987-91 Percent,Partially affirmed and partially remanded — FY1992 Number,Partially — Percent,Partially — Cumulative 1987-91 Percent,Set aside — FY1992 Number,Set aside — FY1992 Percent,Set aside — Cumulative 1987-91 Percent
Total all circuits,884,161,118,73.3,77.6,12,7.5,4.6,8,5.0,5.4,5,3.1,2.4,18,11.2,9.5,
