row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,87,65,24,38,3,22,5973,5122,3279,735,2349,195,1843,4330
Indiana......................................................,21,10,5,4,1,11,690,575,327,134,134,59,248,357
Michigan..................................................,47,32,11,19,2,15,2164,1838,1158,160,921,77,680,1067
Ohio..........................................................,45,24,13,10,1,21,2022,1774,951,395,532,24,823,969
Wisconsin..................................................,14,8,5,3,0,6,710,479,210,118,92,0,269,329
East North Central................................,214,139,58,74,7,75,11559,9788,5925,1542,4028,355,3863,7052
Alabama....................................................,8,5,1,4,0,3,544,494,222,146,76,0,272,136
Kentucky..................................................,9,5,3,2,0,4,925,850,347,139,208,0,503,239
Mississippi................................................,11,10,3,6,1,1,634,449,374,107,218,49,75,611
Tennessee..................................................,11,8,2,3,3,3,342,284,186,52,70,64,98,224
East South Central................................,39,28,9,15,4,11,2445,2077,1129,444,572,113,948,1210
Puerto Rico................................................,24,18,4,6,8,6,1437,1149,867,165,51,651,282,1109
U.S. Minor Outlying Islands....................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands............................................,3,2,2,0,0,1,54,54,30,30,0,0,24,27
Island Areas..........................................,27,20,6,6,8,7,1491,1203,897,195,51,651,306,1136
New Jersey................................................,83,52,16,33,3,31,3056,2615,1541,504,971,66,1074,1992
New York..................................................,194,127,35,82,10,67,10849,7664,4887,1496,3066,325,2777,8079
Pennsylvania............................................,72,45,19,23,3,27,3594,3127,1576,577,882,117,1551,1865
Middle Atlantic....................................,349,224,70,138,16,125,17499,13406,8004,2577,4919,508,5402,11936
Arizona......................................................,9,7,6,1,0,2,424,279,223,61,162,0,56,132
Colorado....................................................,12,12,9,3,0,0,354,350,256,147,109,0,94,354
Idaho..........................................................,5,4,3,1,0,1,249,247,178,50,128,0,69,242
Montana....................................................,6,3,0,3,0,3,261,219,96,0,96,0,123,101
Nevada......................................................,19,15,5,9,1,4,2254,1360,1033,354,240,439,327,1970
New Mexico..............................................,7,5,2,3,0,2,156,145,90,44,46,0,55,147
Utah..........................................................,5,3,2,1,0,2,1227,1109,753,92,661,0,356,1212
Wyoming..................................................,1,1,1,0,0,0,5,5,5,5,0,0,0,5
Mountain..............................................,64,50,28,21,1,14,4930,3714,2634,753,1442,439,1080,4163
Connecticut..............................................,38,31,9,,,,1488,1209,816,243,448,125,393,
,,,,19,3,7,,,,1,,,,977
Maine........................................................,2,1,0,1,0,1,32,24,10,,9,0,14,4
Massachusetts............................................,61,42,9,30,3,19,5012,3915,2355,330,1735,290,1560,3164
