row_label,col_1
2-R-5676,Stiefel Construction Corp
20-R-1437 1-RE-25,"Stockton Food Products, Inc. Stokley Foods, Inc."
11-R-851,"Stokley Foods, Inc."
2-R-5672,Sullivan Drydock &Repair Corp.
13-R-3324,Sunstrand Machine Tool Co.
18-R-1399,Superior Metal Products Co.
13-11-2985,"Supreme Leather Goods Co., Edward"
7-11-2009,Sutherland Paper Co.
1-R-2556,Swift &Co.
4-R-1751,Swift &Co.
16-11-1355,Swift &Co.
17-11-1169,Swift &Co.
17-11-1174,Swift &Co.
18-R-1335,Swift &Co.
,"Trail Tours,"
10-R-1512,Tainiami Inc. Taylor Fibre Co.
4-11-1776 2-R-5712,Technical Marine Maintenance
,"Co., Inc. Tell City Chair Co. Tell City Desk Co."
11-R-885,
11-R-876,Tell
11-11-881,"City Furniture Co., Inc."
,"William, Wood Crafters,"
11-R-893 10-11-1628,"Tell Inc. Tennessee Coal, Iron &R. R. Co."
9-R-1964,Tennessee Gas &Transmission Co.
,"Co., The."
2-R-5521,"Texas Texas Co., The. •"
2-11-5601,"Co., The."
2-R-5668 14-R-1250,"Texas Texas Co., The."
16-R-1238,"Texas Co., The."
17-R-1119,"Co, The."
21-11-2923,"Texas Texas Co., The."
,Texas Pipe Line
16-R-1660,"Co., Texas Star"
16-R-1627,The. Broadcasting Co. Textileather Corp.
8-11-2169,"Textile Machine Works,"
4-R-1692,"Inc. Textiles, Inc. (Seminole Mill)."
,Thomaston Cotton Mills.
5-R-1936 10-R-1529,
5-R-1964,Thomasville Chair Co.
5-11-198.3,Thomasville Chair Co.
5-R-2011 5-R-2012,Thomasville Chair Co. Chair Co. Chair Co.
5-11-2067,Thomasville Thomasville
5-R-2068,Thomasville Chair Co
5-R-2069,"Chair, Co"
,Thomasville
5-R-2070,Chair Co.
5-11-2071,"Thomasville Thomasville Chair Co. Thompson Products,"
8-R-1989,"Inc. Thompson Products,"
21-R-3117 20-R-1438,Inc. Canning Co.
2-R-5795,"Thornton Tickle, Arthur, Inc. Tidewater Associated Oil"
2-R-5428,
,"Engineering Works, Co."
5-R-1987,Tobacco By-Products &Chemical Corp. Todd Shipyards Corp
21-R-2963 21-11-2965 8-R-1804,"Todd Shipyards Corp. Edison Co., The."
,"Tomlinson of High Point,"
,Toledo
5-11-2127 5-R-2008,"Inc. Tower Hosiery Mills, Inc."
4-11-1447 1-11-2550,"Trans Bridge Lines, Inc. Travelers Insurance Co. Triangle Hosiery Co."
5-R-2015 13-11-3496 17-R-1287,Tr-Lake Steamship Co. Trinidad Brick &Tile Co. Triton Steamship Co.
8-11-1958 20-R-1461,Packing
,Tr-Valley
,Radio Telegraph
,Association.
,Tropical
1-R-2506,Co.
