row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,8726,7757,88 9,6138,1619,8695,7583,87 2,2385,5198
AFL-CIO,6197,5522,89 1,4125,1397,7251,6409,88 4,2124,4285
Unaffiliated,2.529,2235,88 4,2013,222,1 444,1174,81 3,261,913
