row_label,col_1
1-R-3099,"American News Co., The Connecticut News Co.,"
5-R-2820,American Oil Co.
20-R-1769,American Petrol
20-R-1702,"Service. American President Lines, Ltd."
9-R-2443,"American Rolling Mill Co., The."
15-R-1635,American Sheet Metal Works.
2-R-6286,"American Soap Powder Works, Inc."
2-R-5361,American South African Lines.
14-R-1231,American Steel Foundries.
13-R-3586,"American Stove Co., Harvey Division."
1-R-3111,American Twine & Fabric Corp.
14-R-1496,American Zinc Co.
16 R-1659,"Armco Drainage & Metal Products, Inc."
13-R-4020,Armour & Co.
16-R-1698,Armour & Co.
19-R-1655,Armour & Co.
1-R-3734,Arrow Armature Co.
5-R-2876,Arrow Linen Service & Arrow Laundry.
15-R-1562,Artcraft Hosiery Co.
15-R-1885,Artcraft Hosiery Co. (Meridian Division).
5-R-2675,"Asheboro Hosiery Mills, Inc."
17-R-1411,Ash Grove Lime & Portland Cement Co. Americaine.
1-R-3262,Association Canado
10-R-1835,Atlanta Journal Co.
2-R-6982,Atlantic Basin Iron Works. Atlantic Co.
10-R-2007,
10-R-2169,"Atlantic Creosoting Co.,"
4-R-2010,"Inc. Atlantic Refining Co., The"
10-R-1748,Atlantic Towing Co. Atlas Powder Co.
4-R-2209,Interurban Co.
19-R-1983,Aviola Radio Corp.
21-&-3370,Auto
2-R-7186 1-R-3235,"Bache, Semon, & Co. Badger, E. B., & Sons Co. Bahan Textile Machinery"
10-R-1894,"Co. Cotton Mills, The."
1-R-3507,Baltic Baltimore Casting Corp.
5-R-2718,Baltimore Life Insurance
4-R-2210,"Co. of America, N. T. & S. A."
20-R-1701,Bank Banta Publishing Co.
13-R-4061,"William & Son, Inc. Malt"
2-R-7544,"Barnet, Bauer-Schweitzer Hop & Co."
20-R-1909 8-R-2304,"Beach Co., The. Brick Co.,"
8-R-2087,Belden The. Bell Cabinet Co.
21-R-3551,Talbot Combing Co.
1-R-3488,Belle Bercut-Richards Packing Co.
20-R-1414,"Bretzels, Inc."
8-R-2121,Bag Co.
1-R-3334,Berg's Bemis
2-R-7134 5-R-2708,Bendix Aviation Corp. Furniture
,Bernhardt Co. Bethlehems' Globe Publishing
4-R-2518,Co. Steel Co.
3-R-1145,Bethlehem J. C. Co.
6-R-1373,"Blaim, J. C. Co."
6-8-1648,Limestone Co.
5-R-2360,"Blair, Blair"
11-R-1156,Blount Plow Works. Blue Belt Fertilizer
10-R-2168 4-R-4490,"Co. Star Air Lines, Inc."
,"Blue Sidney & Co., Inc."
5-R-2253,"Blumenthal, (Caromount division). Boeing Aircraft Co."
19-R-1863,Crown & Cork Co.
6-R-1436,"Bond Borg-Warner Corp., Marvel"
,Schebler
7-R-2340,"Carburetor Borg-Warner Corp., Norge Division. Corp., Norge Division."
10-R-2162,Borg-Warner
14-R-1621,
