row_label,col_1,col_2,col_3
"Roberti Bros., Inc","Apr. 25,1939",1938 Apr.,
"Roseland Manufacturing Co., Inc","Aug. 30,1938","28,1939 Aug. 31,1938",(3)
Ryan Aeronautical Co,"June 29, 1939","June 29, 1939",(i)
"Ryan Stevedoring Co., Inc","July 18,1938 Aug. 29,1938","July 26, Oct.","Sept. 29,1938 (3)"
"Sam Goldwyn, Inc",,"1938 6,1938",
,,Oct.,(I)
"Samuel Goldwyn, Inc., Ltd San Carlos Canning Co","Sept. 22,1938 Jan. 9, 1939","20,1938 Jan. 11, 1939","Jan. 31,1939'"
San Xavier Fish Packing Co,do,do,Do.
Schafer Bros. Lumber &Shingle Co,"July 7,1938","July 13,1938","Dec. 14,1938- (i)"
"Scottdale Mills, Inc Seabrook Stevedoring Co., and Waterfront Employers","Jan. 23,1939",Jan.,
Association of Southern California,"Jan. 30,1939","Jan. 31, 1939",(i) (1)
,do,"do Jan. 11,1939","Jan. 31, 1939' Dec. 13,1938'"
"Seaboard Transportation Co Sea Pride Packing Corporation, Ltd","Jan. 9,1939 Oct. 24, 1938","Oct. 24, 1938",
"Seas Shipping Co., Inc Selby Shoe Co","June 29, 1939","June 30,1939 do",(0
"Do Selznick International Pictures, Inc","do Aug. 29,1938","Oct. 6,",(i)
"Selznick International Pictures, Inc","Sept. 22,1938","Oct. 20,","(I) Feb. 11,1983"
"Service Drayage Co., Inc","July 29,1939","1938 1938 Jan. 19,1939","May 18,1939'"
Seymour Packing Co,"Jan. 16,1939","Jan. 16,1939",
Sidney Blumenthal &Co,"Feb. 23,1939","Mar. 1,","Apr. 6,1939'"
"Silver Fleet, Inc","July 29, :978",Aug.,
Sinclair Navigation Co,"Sept. 28,1938",1939 Sept.,Oct.
Singer Manufacturing Co,,,"July 76,1933"
"Shippers Compress &Warehouse, Inc",,"6,1938 28,1938 Feb. 9, 1939","25,1933"
Showers Bros. Co,"Feb. 9,1939 Apr. 215, 1939","Apr. 22, 1939","Apr. 25,1939' (I)"
"S. Jackson &Son, Inc S. 1Carper &Bros","July 29, 1933 Mar. 16.1939",Jan. Mar.,Feb. (0
Sloss Sheffield Steel &Iron Co,"Mar. 6,1939","19,1939 Mar.",0)
Do,do,"17,1939 7.1939 do","11,1939 (')"
Smith Thornburg Co,"Feb. 17,1939 Aug. 8,1938","Feb. 21,1939 Aug. 10 1938","June 28,1939 Dec. 9,1933"
Snoqualmie Falls Lumber Co,"Nov. 3,1938","Nov. 3, 1938","Feb. 6, 1939"
"Socony-Vacuum Oil Co., Inc",,,Do.
Socony-Vacuum Oil Co. (marine dept.) Solvay Process Co,"do__ Sept. 15,1938","_ do Oct. 7,1938","(I) Sept. 21, 1933"
Southeastern Granite Co,"July 25, 1938 Feb. 22, 1939","July 26, 1938 Mar.",(0
Southeast Portland Lumber Co Southern Quarrying Co,"July 25, 1938","1.1939 July 26, 1938","Sept. 21, 1933"
"South Texas Coaches, Inc","Apr. 29,1939","May 6, 1939",
Southwestern Engineering Co,"Mar. 30,1939",Mar.,(I)
Do,do,do,
,Jan.,,(I)
Southwestern Stevedoring Co. et al,30.1939,Jan.,(1)
Spencer Lens Co,Mar. 23.1939,"Mar. 23,1939",(0
"Sperry Gyrcscope Co., Inc","Jan. 5, 1939","Jan. 6,193A",Jan.
Spring City Foundry Co,"Dec. 19, 1938","Dec. 19,1938",
Star Crescent Boat Co,Jan. 5 1939,"Jan. 13,1939",
,"July 29,1938",,Feb.
St. Charles Transfer Co,,"Jan. 19,","Dec. 10,"
Standard Cap &Seal Co. and Fargo Cap Corporation,,1939,
,- (7) • -,• (9,
,_ . .,,
,,,1938
,,,"11,1939"
,,,"27,1939"
,,,"31,1939"
,,,"30,1939"
,,,"26,1939"
