row_label,col_1,col_2
8(b)(1),6208,85.3
8(b)(2),888,12.2
8(b)(3),558,7.7
8(b)(4),706,9.7
8(b)(5),19,0.3
8(b)(6),17,0.2
8(h)(7),85,1.2
BI. Analysis of 8(b)(4),BI. Analysis of 8(b)(4),BI. Analysis of 8(b)(4)
Total cases 8(bX4),706,100.0
8(b)(4XA),45,6.4
8(b)(4)(B),430,60.9
8(b)(4)(C),8,1.1
8(b)(4)1D),199,28.2
8(b)(4XA)(13),18,2.5
8(b)(4)(B)(C),2,0.3
8(b)(4XA)(3XC),4,0.6
8(b)(4XA),67,9.5
8(b)(4)(3),454,64.3
8(b)(4)(C),14,2.0
8(b)(4)(D),199,28.2
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(bX7),85,100.0
8(b)(7XA),38,44.7
8(b)(7XB),6,7.1
8(b)(7XC),32,37.6
8(b)UXAXB) ••••,3,3.5
8(b)(7XA)(C),4,4.7
8(1)X7XBRC),1,1.2
8(b)(7XA)(RXC),1,1.2
8(b)(7)(A),46,54.1
8(b)(7)(B),11,12.9
8(b)(7)(C),38,44.7
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e),44,100.0
Against unions alone,44,103.0
D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g)
Total cases 8(g),29,100.0
