row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Total,381,323,2 58,129661,98224,69978,28246
A. F. of L. affiliate C. I. 0. affiliate,311,263,2 48,61244,47417,36562,10855
,27,24,3,34103,27311,20699,6612
Unaffiliated union,43,36,7,34314,23496,12717,10779
