row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
AFL-CIO unions,,90,67,744,23,256,6866,5150,d . 750,1716,250,4323,630,2304,336
Teamsters,,26,17,654,9,346,734,235,320,499,680,601,81 9,340,414
Other national unions,,3,3,1900,0,00,55,55,1900,0,00,44,800,39,709
Other local unions,,10,7,700,3,300,541,276,510,265,490,429,793,205,379
