row_label,col_1,col_2,col_3
4-RC-122,"Well-Worth Slipper Co., Inc.",4-RC-9,"WFIL, Triangle Publica- tions, Philadelphia In-"
5-RC-11,"Western Auto Supply Stores, Greensboro Di- vision.",1-RC-381 3-RC-63,"quirer, d/b a. White Fuel Corp. White Motor Co., The."
7-RC-40 21-RC-266,Western Auto Supply Co. Western Gulf Oil Co. Western Laundry Ma-,16-RC-94 35-RC-8,"White Motor Co., The. White Motor Co., The. White Motor Truck Co.,"
17-RC-105,,,
,chinery Co.,14-RC-54,The.
14-RC-23,Western Supplies Co.,13-RC-118,"Wiebolt Stores, Inc."
6-RC-7 6-RC-15,Westinghouse Electric Corp.,8-RC-10 17-RC-7,Wiggins Industrial Re- search Co. Wilde Drop Forge &
,Westinghouse Electric Corp. Westinghouse Electric,10-RC-42 17-RC-155,Tool Co. Wilson & Co.
6-RC-20 16-RC-53,Corp. Westinghouse Electric,,Winkel Man Diecasting Co.
20-RC-51,Corp. Westinghouse Electric Corp.,3-RC-1 9-RC-39,"Wise, J. B., Inc. Wocher, Max & Son, Co., The."
14-RC-143,Westinghouse Electric Supply Co.,9-RC-24,Wright-Bachman Lum- ber Co.
20-RC-156,Westinghouse Electric Supply Co.,1-RC-339,Wyoming Valley Paper Mill.
3. LMRA - RMcases,3. LMRA - RMcases,3. LMRA - RMcases,3. LMRA - RMcases
9-RM-11,"American Cyanamid Co., Calco Chemical Divi- sion.",1-RM-6,Providence 'Body Co.
2-RM-46,American Felt Co.,10-RM-5,Reynolds Brothers Lum- ber Co.
21-RM-48,Bells-International Pic- tures.,3-RM-24 3-RM-17,"Roehlin Engraving Works, Inc. Rowell, E. N., Co., Inc."
18-RM-18,Farwell Ozmun Kirk &,18-RM-9,St. Paul Machinery Man- ufacturing Co.
,"Co., Farwell Metal Fabricating Division.",10-11M-7,"Southern Metal Co., Inc. Tele-"
18-RM-20,Federal Aircraft Works.,14-RM-3,Southwestern Bell phone Co.
,"Gallaher Drug Co., The.",6-RM-2,"Sperti Foods, Inc. Union Motor Coach Ter-"
9-RM-8 5-RM-8,Hampden Transfer &,13-RM-8,"minal Co., a Corpora-"
,"Storage Co., The.",,tion.
21-RM-18,"Holm, Walter, & Co. •",10-RM-4,"Watkins Lumber Co. Wehadkee Yarn Mills,"
13-RM-18,"Kautenberg, W. E., Co.",10-RM-6,Inc.
4. LMRA-RDcases,4. LMRA-RDcases,4. LMRA-RDcases,4. LMRA-RDcases
16-RD-26,"Atlantic Refining Co., The.",2-RD-28,S & HBearing & Manu- facturing Co.
4-RD-7,Rohm & Haas Co.,,
Cases dismissed on the basis of the record,Cases dismissed on the basis of the record,Cases dismissed on the basis of the record,Cases dismissed on the basis of the record
1. NLRA-R cases,1. NLRA-R cases,1. NLRA-R cases,1. NLRA-R cases
14-R-1754,American Fixture dr Manufacturing Co.,2-R-7759,"American Packing Co. Automatic Electric Co.,"
10-R-2716,American Manufactur- ing Co.,13-R-4410,The.
