row_label,col_1
7-R-2272,"Quick Industry, Inc."
13-R-3577,"Radio Products Co. & Chicago Aviation Screw Mfg., Inc."
9-8-2105,"Rainbow Lithographing Co., The."
2-R-6894,"Raybestos-Manhattan, Inc."
18-R-1720,"Register & Tribune Co., The."
16-R-1821,"Rein Co., The."
7-R-2301,"Remington Rand, Inc."
13-R-3964,Republic Flow Meters Co.
3-R-1231,Republic Steel Corp.
8-R-2333,Republic Steel Corp.
1-R-3526,"Revere Copper & Brass, Inc."
5-R-2362,"Revere Copper & Brass Co., Inc. (Canton Division)."
9-R-2450,Reynolds Metals Co.
13-R-3684,"Reynolds Metals Co., McCook Sheet Mills."
19-1ff-2062,"Reynolds Metals Co., The."
7-R-2425,Ripley Mfg. Co.
15-R-1578,Ritchie Grocer Co.
1-R-3176,"Rival Foods, Inc."
13-R-3789 10-R-2027,Riverdale Products Co. Roane-Anderson Co.
10-R-1912,Bobbins Tire & Rubber Co.
10-RE-20,Roberts & Son.
13-8-3873,Rockford Drop Forge Co.
10-R-1960,Rock Hill Printing 8c Finishing Co.
2-R-7007,Rockland Light & Power Co. Co.
2-R-7350,Rockland Light & Power
13-R-4116,Rockton Felt Paper Co.
16-8-1684,Rodgers-Wade Mfg. Co.
5-R-2101,"Rosalyn Gas Co. & Washington Suburban Gas Co. F. S., Guano Co."
5-B-2494,"Royster, Co., The."
4-R-2141,Ruberoid
13-R-3945,Russell Electric Co.
1-R-3457,"Russell Heel Co. Rutter-Rex F. H., Mfg."
,Co.
15-R-1725,Saginaw Cabinet Co.
7-R-2495 18-R-1716,St. Cloud Iron Works Co. Genevieve Lime dr
14-R-1450 10-R-1618,Ste. Quarry Co. St. Marys Kraft Corp.
8-R-2375,Mary's Packing Co. Fernando Heights Lemon
21-R-3414,St. Association.
,San
1-R-3517,San-Nap-Pak Co.
19-R-1844,Santiam Lumber Co.
,"Sargent, E. H., & Co."
13-R-3920 4-R-2515,Savill Co.
2-R-7371 10-R-2490,"Schieffelin 8c Co., Inc. Seacoast Telephone Co."
9-R-2134,"Seagrove Corp., The."
,Roebuck & Co.
,Roebuck & Co.
10-R-1813 16-R-1859,"Sears, Sears,"
U-R-993,"Seeger-Sunbeam Corp., Evansville Division. Seneca Falls Machine Co."
3-R-1358,"0. F., & Sons."
9-R-2421 1-R-8155,"Sherer, Sheffield Farms Co., Inc."
2-R-6886,"Sheffield Farms Co., Inc. Desk Co."
,Development Co.
11-R-965 20-R-1081,Shelbyville
,"Shell Oil, Inc."
1-R-3410,"Shell Shwayder Bros., Inc."
7-R-2303,Sieling Furniture Co.
4-R-2468,Refining Co.
2-R-6346,Sinclair Sinclair Refining Co.
13-R-3882,Sinclair Refining Co.
13-R-4152,Sioux City Brewing
18-R-1778,Co.
