row_label,col_1,col_2,col_3
36-UA-434,"Johnson, D. C., Lumber Corp.",31-UA-2,Madison Plow Co.
18-UA-802,Jones & Kroger Co.,2-UA-344 13-UA-1080,Majestic Iron Works. Marshall Field & Co. Marshall Wells Co.
17-UA-429,Kansas State Telephone Co.,18-UA-109 21-UA-706 36-UA-242,Martin Bros. Box Co. Martin Bros. Box Co.
2-UA-1845,"Katz, S.",37-UA-7,Matson Navigation Co.
,,,"Hawaiian Hotels,"
2-UA-1846,"Kaufman, David K.",,Division.
4-UA-366 6-UA-109,"Keasbey & Mattison Co. Kelly, George A., Co.",18-UA-249,Mereene-Johnson Ma-
18-UA-176,Kelly How Thompson,,chine Co.
8-UA-620,Co. Kennedy Manufacturing Co.,3-UA-131,"Michigan Limestone & Chemical Corp. Midwest Reclaiming Co.,"
36-UA-110,"Klamath Basin Pine Mills, Inc.",8-UA-616 14-UA-1132,The. Midwest Rubber Re- claiming Co.
18-UA-326,La Crosse Rubber Mills Co.,36-UA-334 2-UA-2378,"Miers & Bockenfeld, Inc. Milgrim Bros."
8-UA-532,Lamb Electric Co.,18-UA-913,Minneapolis Electric Steel Casting Co.
20-UA-641 14-UA-1355,Lambertson Sales Co. Larkin Packer Co.,18-UA-477,Minneapolis-Honey-
4-UA-462,Lawrence Portland,,
,Ce- ment Co.,18-UA-345,well Regulator Co. Minneapolis House of
2-UA-1631,Lehigh Portland Cement Co.,18-Uk-649,"Butler Bros., The. Minnesota Envelope Co."
3-UA-333,Lehigh Portland Cement Co.,36-UA-125 15-UA-13,Mist Logging Co. Montgomery Broad-
4-UA-416,Lehigh Portland Cement Co.,,"casting Co., Inc. Morinis & Co., Inc."
5-UA-275,Lehigh Portland Cement,1-UA-773 9-UA-113,Murray Manufacturing Co.
17-UA-320.,Co. Lehigh Portland Cement,1-UA-477,"Mystic Coal Docks, Inc."
35-UA-108,Co. Lehigh Portland Cement Co.,15-UA-52,National Cylinder & Gas Co.
18-UA-803,"Leicht Press, Inc. Lena Casket Co.",4-UA-150,National Licorice Co. National Renovating.
13-UA-110 2-UA-1847,Lewittes & Sons.,2-UA-1849 18-UA-804,"National Weeklies, Inc."
10-UA-16,Lincoln Mills of Ala-,21-UA-415,C Nehi Beverage o. of Los Angeles.
36-UA-398,bama. Linscott Manufacturing Co.,9-13A-9,Nelson Transfe r Storage Co.
15-UA-51,"Liquid Carbonic Corp. Loew's Theatres, Inc.",1-UA-458,New Bedford Cotton
2-UA-1848 2-UA-1632,Lone Star Cement,,Manufacturing Asso- ciation.
2-UA-1781,"Corp. Long, David J.",1-UA-1006 2-UA-666,New York Bakery. New York Employing
20-UA-167,McCloud River Lumber,,"Printers Association, Inc."
20-UA-168,Co.,2-UA-668,"New York Employing Printers Association,"
20-UA-272,McCloud River Lumber Co. McCloud River Lumber,2-UA-1426,"Inc. New York Employing Printers Association,"
18-UA-651,Co. McGill Paper Products. Warner Co.,,Inc. New York Produce Ex-
18-UA-248 18-UA-183,McGill,3-UA-338,change.
18-UA-752,McGill Warner Holding Co. McGill Warner Holding,2-UA-121,New York Stock Ex- change.
2-13A-1844.,Co. M&LHess Van Arx.,2-UA-1239,North American Cement Corp.
2-UA-3105,Mack-International Motor Truck Co.,5-1/A-193,North American Cement Corp.
14-UA-1376,Mack-International Truck Co.,5-UA-245,North American Cement Corp.
