row_label,col_1,col_2
TABLE,,PAGE
18.,"Distribution of Unfair Labor Practice Situations Received, by Number of Employees in Establishments....……………………",183
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 2005; and Cumulative Totals, Fiscal Years 1936 through 2006…",184
19A.,"Proceedings Decided by Circuit Courts of Appelas on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 2006, Compared With 5-Year Cumulative Totals, Fiscal Years 2001 through2006……………………………………………………….",185
20.,"Injunction Litigation Under Sections 10(e), 10(j), and 10(l)…………..",186
21.,Special Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Fiscal Year 2006………………..,187
22.,"Advisory Opinion Cases Received, Closed, and Pending……………..",188
22A.,Disposition of Advisory OpinionCases……………………………….,188
23.,"Time Elapsed for Major Case Processing Stages Completed, Fiscal Year 2006; and Age of Cases Pending Decision, September 30,2006……………………………………………………………",189
24.,NLRB Activity Under the Equal Access to JusticeAct……………….,190
