row_label,col_1,col_2
158,Eighth Annual Report of the National Labor Relations Board,Eighth Annual Report of the National Labor Relations Board
,Volume,Page
"General Motors Corp., Delco Battery Division",(0,
"General Motors Corp., Delco Products Division",(0,
"General Motors Corp., Eastern Aircraft, Linden Division",(0,
"General Motors Corp., Eastern Aircraft Division",(0,
"General Motors Corp., Fisher Body, Detroit Division, Central Development and Experimental Division of",(0,
"General Motors Corp., Fisher Body Grand Blanc Plant",43,
,,292
"General Motors Corp., Fisher Body Division, Die and Machine Unit",- (0 (0,
"General Motors Corp., Guide Lamp Division General Motors Corp., Oldsmobile Division",(0,
"General Motors Corp., Ternstedt Division",' 44,1061
Granite City Steel Co,(0,
Grieder Machine Tool & Die Co,43,331
Griffin Mfg. Co,44,56
"Hanna Iron Ore Co., Hanna, M. A., Co",43,853
"Hanna Iron Ore Co., Hanna, M. A., Co",(0,
"Heinz, H. J., Co",(0,
Hoffman Beverage Co,(0,
Hoover Co,(0,
"Horton Wiping Materials Co., Inc",44,370
"Ideal Electric & Mfg. Co., The",(0,
Imperial Lighting Products Co,(0,
"International Plainfield Motor Co., Mack Mfg. Corp",(1),
Interstate Folding Box Co,(0,
Inter-state Iron Co,(0,
"Kayser, Julius & Co",(0,
"Kroger Grocery & Baking Co., Detroit, Mich",,
"Kroger Grocery & Baking Co., Cincinnati, Ohio",(0,
"Langdon Tent & Awning Co., The",(0,
Landsdowne Steel & Iron Co,(0,
"Lederle Laboratories, Inc",(0,
"Lederle Laboratories, Inc",(0,
Leslie Co,(0,
"Link Belt Co., Ewart & Dodge P1",,
Locke Machine Co,44,1117
Locke Machine Co,(0,
"Long Bell Lumber Co., The",44,230
"Lukens Steel Co., By-Products Steel Corp., and Lukenweld, Inc._",44,1086
"Mack Mfg. Corp., Mack Sales & Service Division",,
"Mack Mfg. Corp., Plainfield, N. J., Plant",,
