Size of establishment (number of employees),Total / Total number of situations,Total / Percent of all situations,Type of situation / CA / Number of situations,Type of situation / CA / Percent by size class,Type of situation / CB / Number of situations,Type of situation / CB / Percent by size class,Type of situation / CC / Number of situations,Type of situation / CC / Percent by size class,Type of situation / CD / Number of situations,Type of situation / CD / Percent by size class,Type of situation / CE / Number of situations,Type of situation / CE / Percent by size class,Type of situation / CG / Number of situations,Type of situation / CG / Percent by size class,Type of situation / CP / Number of situations,Type of situation / CP / Percent by size class,Type of situation / CA-CB combinations / Number of situations,CA-CB combinations / Percent by size class,Other C combinations / Number of situations
800-899,344,85.9,172,0.2,59,0.6,8,0.5,1,0.5,0,0,0,0,1,1.0,7,0.9,0
