row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,6235,100.0,4.834,100.0,304,100.0,1097,100.0,122,100.0
Befom issuance of notice of hearing,2284,36.6,1518,31.5,161,53.0,605,55.2,99,81.1
"After issuance of notice, before close of hearing ...... ...... ..... ........",3156,50.6,2632,54.4,111,36.5,413,37.6,7,5.7
"After heanng closed, before Issuance of decision",74,1.3,61,1.3,5,1.6,8,- 0.7,0,
After Issuance of Regional Director's decision,718,11.5,621,12.8,27,8.9,70,6.4,16,13 1
After issuance of Board decision ... ..... . .......... ............ ... ......... ..........-............,3,0.0,2,0.0,0,,1,0.1,0,
