row_label,col_1
10-C-1812,"Crompton-Highland Mills, Inc. America."
2-0-5983 21-C-2714,Crucible Steel Co. of Cudahy Packing Co.
2-C-5643,"Demornay Budd, Inc."
7-0-1382,"Detroit Edison Co., The."
8-0-1743,"Donnelly Mfg. Co.,"
8-C-1788,"The Dyson, Joseph, & Sons, Inc."
1-0-2530,"East Providence Mills, Inc."
9-C-2096,"EBCO Manufacturing Co., The"
",10-C-1747","Economaster Products Co., Inc. Paper"
5-C-1896,"Ecusta Paper Corp., Champaigne Appliance"
14-C-1030,"Edison General Electric Co,"
10-C-1085 .,Empire Furniture Corp.
16-C-1130 7-0-1312,English Freight Co Eureka Vacuum Cleaner Co.
,"Fairfield Engineering Co,"
8-C-71801,The
16-C-1285,Fairmont Creamery Co. Fashion Forecast.
21-0-2571 2-0-5418,Telephone & Tire & Rubber
,"Federal Radio Corp., Inc Co., The The."
2-C-5490,"Firestone Firestone Tire & Rubber Co.,"
5-0-1865,Fisher Governor Co.
"18-,-C-1224 20-0-1444","Flotill Products, Inc. Foote & Davis, Inc."
10-0-1693,Pierce
10-C-1853,Ft. Co-operative
20-0-1432,Fruitvale Canning Co.
10-C-1681,Gate City Cotton Mills.. Gatke Corp.
11-0-1221,Gemloid Corp. Motors Corp.
2-C-5663 3-0-846,Motors Corp.
7-0-1496,General General
14-C-1043 3-0-829,"General Motors Corp Geraldine Novelty Co.,"
,Gibson County Electric Cc
15-0-1052,Inc.
24-C-72,"Membership Gonzalez Padin Co, Inc"
9-0-2270,Gordon Mfg. Co.
14-0-1096 2-C-5813,City Steel Co. Great Eastern Brass
,Granite Works. Goodner Grocery Co.
16-0-1191 9-0-2201,Griffin Grubb Motor Freight Inc.
16-0-1292 1-0-2532 5-0-1900,"Hagy Harrington & Marsh, Inc. Harriman, C. S., & -Sons. Harris Woodson Co., Inc."
18-0-1199 18-0-1165,"Hartz, L B., Stores. Hawkeye Steel Products Co Hills Bros. Co., The."
10-0-1678,"Heinz, H. J., Co."
,Heisler Mfg. Co.
20-0-1395 18-0-1226,Hershey Metal Products Co.
1-0-2735,"Hoffman,-Ed, & Son. Howard Transfer Co."
18-0-1222,Hudson Dispatch.
15-0-1102 2-0-5744,Hudson Hosiery Co.
5-0-2046,"Hudson, J. L., Co.,"
7-0-1248,
16-0-1158,The. Hughes Tool Co.
,Illinois Tool Works. Ingalls Iron Works Co.
13-0-2373 10-0-1850,Steel Co.
,Inland
18-0-1201,Fireman Control
19-0-1407,Iron
,Division.
