Size of unit (number of employees),Number eligible to vote,Total elections,Percent of total,AFL-CIO unions / Number,AFL-CIO unions / Percent by size class,Teamsters / Number,Teamsters / Percent by size class,Other national unions / Number,Other national unions / Percent by size class,Other local unions / Number,Other local unions / Percent by size class,Elections in which no representative was chosen / Number,Elections in which no representative was chosen / Percent by size class
Total RC and RM,510634,8368,100.0,2442,100.0,1340,100.0,271,100.0,220,100.0,4095,100.0
