row_label,col_1,col_2,col_3
8-RC-97,Westinghouse Electric,3-RC-208,Wilson & Co.
1-RC-868,Co. Westinghouse Electric Corp.,10-RC-322 13-RC-430 17-RC-238,"Wilson & Co., Inc. Wilson & Co., Inc. Wilson & Co., Inc."
6-RC-95,Westinghouse Electric Corp.,18-RC-232,"Wilson & Co., Inc. Wilson & Co, Inc."
2-RC-247,Westinghouse Electric Corp.,18-RC-233 18-RC-234,"Wilson & Co., Inc. Winburn Clay Products"
6-RC-62,Westinghouse Electric Corp. (East,32-RC-28,Co.
2-RC-160,Pitts- burgh Division). Westinghouse Electric,20-RC-10 10-RC-352,Wine Growers Guild Central Cellars Lodi. Winn & Lovett Grocery
20-RC-473,sion). Westinghouse Electric Corp.,18-RC-289 30-RC-3,Winston & Newell Co. Winter-Weiss Co.
8-RC-305,Westinghouse Electric,1-RC-897 2-RC-743,"Wise, Smith & Co., Inc. Wodaam Corp. (Radio"
20-RC-196,Supply Co. Westinghouse Pacific Coast Brake Co.,,"Station WQV). Wolf Co., The"
21-RC-445,"Weston Biscuit Co., Inc",6-RC-242,"Wolf, John E., Co."
19-RC-38,Weyerhaeuser Timber . Co.,16-RC-193 7-RC-170,Wolverine Shoe & Tan- ning Corp.
36-RC-143 4-RC-265,"Weyerhaeuser Timber Co. Wheeler, C. H., Manu-",10-RC-274,"Woodward Iron Co., The."
32-RC-21 2-RC-373,"facturing Co. White, Ed., Jr., Shoe Co. Whitescarver Truck",9-RC-403 1-RG-423,"Woolworth, F. W., Co Worthy Paper Co., Asso- ciation."
2-RC-981,Rental Corp.,1-RG-787,"Wovencraft, Inc."
7-RC-138,"Willys-Newark, Inc. Wilson Athletic Goods Manufacturing Co., Inc.",10-RC-525 4-RC-277,"Yarbrough Motor Co. York Paper Manufac- turing Co., Inc."
3. LMRA-RMcases,3. LMRA-RMcases,3. LMRA-RMcases,3. LMRA-RMcases
8-RM-5,Akron Brick & Block Co.,14-RM-12,Mid-Continent Coal Corp.
2-RM-67,Armour & Co.,21-RM-38,Motor Pattern & Manu- facturing Co.
21-RM-37,Baking Industry Coun- cil et al.,10-RM-24,Murray Motor Trans- port.
18-RM-28 21-RM-85,Bay State Milling Co. Blue Diamond Corp.,2-RM-33,"North American Phil- lips Co., Inc."
34-RM-3,Caroline Power & Light Co.,3-RM-29,Oswego Sheet Metal
4-RM-3,Circle F Manufacturing Co.,,"Works, Inc."
2-RM-56 16-RM-14,"Cocoline Products, Inc. Continental Bus System,",36-RM-6 18-RM-32,Pondosa Pine Lumber Co. Preston Co-Operative
21-RM-98,Inc. Continental So uthern Corp.,2-RM-70,"Creamery Association. Prudential Insurance Co of America, The."
2-RM-90,European Dyeing & Fin- ishing Co.,52-RM-6,"Safety Motor Transit Corp., Roanoke Rail-"
21-RM-4,"Felton, 0. E.",21-RM-39 13-RM-25,"way & Electric Co. Sealright Pacific, Ltd. Shidler Brothers, Inc."
8-RM-6 2-RM-88,Harris Seybold Co. Hearn Department,20-RM-31,Westinghouse Electric Corp.
19-RM-1,"Stores, Inc. Hull-Rodell Motors, Inc.",21-RM-76,Whitney's.
