row_label,col_1,col_2,col_3
Km OX Broadcasting Co Koppers Co,"Aug. 4,1938 June 19, 1938 July 29,1938 May 22, 1939 Aug. 4,1933 do May 22, 1939 Jan. 16,1939 Feb. 20,1939 July 29,1938","Aug. 4, 1938 June 19,1939 Aug. 6,1938","Dec. 13,1938"
*,,,
".Kramer's Transfer, Inc",,,
Kramer &Utchitelle,,"June 9,1939",
KSD Broadcasting Station,,"Aug. 12, 1938","Dec. 13,1938"
KWKBroadcasting Co,,do May 41939,Do.
'LaPlant-Choate Co,,"Jan. 17, 1939","May 1 (I)5, 1939"
L. C. Phenix Co,,,(1 )
".Lennox Furnace Co., Inc",,"Mar. 2, ling Jan. 19,1939","Feb. 1 1,1939"
"Letellier Transfer, Inc","Mar. 20,1939","Apr. 3,1939",
"General Motors Corporation, Hyatt Bearings Division_",,,
George G. Averill George J. Hefter,"Feb. 17,1939 July","Feb. 21,1939","June 28,1939 Feb. 11,1939"
,"29,1938-","Jan. 19,1939",
'George Swink,"Feb. 17,1939","Feb. 21,1939","June 28,1939"
• Globe Newspaper Co,June 201939,"June 23,1939",(I)
-Golden Valley Produce Co,Feb. 17 1939,"Feb. 21,1939","June 28,1939"
-Goodyear Tire &Rubber Co 'Gotham Hotel Supply Co,"May 22,1939 July 7,1938","(5) July 7,1938","(3) Nov. 4,1938"
Grays Harbor Lumber Co,do,"July 13,1938",
,,,"Dec. 14,1938"
"-Grayson Heat Control, Ltd -Great Lakes Steel Corporation","June 28,1939 Mar. 18,1939","June 27,1939 Mar. 17,1939",(I)
Do Gulf Oil Corporation,"do July 8, 1938","do July 14,1938",(1) (2)
Do,do,do,(3)
Do,do,do,(I)
Gulf Ports Service Corporation,"July 18,1938 Aug. 18,1938","July 26,1938 Sept. 6,1938","Sept. 29,1938 (21"
Gulf Public Service Co Hal Roach Studios,"Sept. 22,1938","Oct. 20,1938",
Hal Roach Studios et al,"Oct. 3,1938","Oct. 24,1938",
"Hamann's Transfer Co., Inc","July 29,1938","Jan. 19,1939","Feb. 11,1939"
"Hamilton Hotel Hammond Box Co., Inc","Dec. 8,1938","Dec. 10,1938",Dec. (2)
,"Aug. 30,1938","Aug. 31,1938","14,1938"
"Hammond Shipping Co., Ltd., et al Harris-Hub Bed & Spring Co","Jan. 30,1939 June 8,1939","Jan. 31,1939 June",
Hartsell Mills Co,"July 21,1938","9,1939 July 23,1938",
,,Aug.,
Hat Corporation of America,"Aug. 2,1938","3,1938","Mar. 17,1939"
Do Hawk &Buck Manufacturing Co,"do Dec. 1,1938",do Dec.,Do. Apr.
"Hawthorne Paper Co., Inc","Oct. 13,1938","3,1938 Oct. 13,1938","121939 Apr. 3,1939"
"Hela inan-Schild. Inc Herrin Motor Lines, Inc","Jan. 9,1939 July 29,1938","Jan. 10,1939 Aug. 6,1938","Apr. 21,1939 (3)"
Herrin Transportation Co,,do,(I)
-Hershey Chocolate Corporation,"do Oct. 20,1938","Oct. 21,1938","Feb. 24,1939"
Hillenbrand Industries Hirsch Shirt Corporation,"Dec. 22,1938","Dec. 22,1938 Oct. 27,1938",(2) Apr. 264
,"Oct. 20,1938",Sept.,1939 (1)
Hobbs-Wall Co,"Aug. 8,1938",Aug.,"Sept. 30,1938"
Hoffman Beverage Co,"Aug. 15,1938","1,1938 15,1938 do",Do.
Do Houma Motor Freight Line,"do July 29,1938","Aug. 6,1938","Jan. 31,1939"
Hoyden Food Products Corporation,"Jan. 9,1939","Jan. 11,1939","June 23,1939"
Hunter-Johnson Co,"Feb. 17,1939","Feb. 21,1939",
Hydril Co Ideal Electric &Manufacturing Co,"May 16,1939","May 16,1939 Oct. 17,1938",(3)
Illinois Electric Porcelain Co,"Oct. 3,1938 Mar. 9,1939",Mar.,"Feb. (9 7,"
"Knitting Co., Inc","Oct. 14,1938",Oct.,
-Illinois Illinois Zinc Co,Aug. 15.1938,"28,1939 19,1938 Aug. 29,1938",1939 (I)
"I. Miller &Sons, Inc 'Imperial Garden Growers",8.1939,May,(3) June
Levi 7entner,"May Feb. 17.1939 Feb. 17, 1939",Feb.,June
,,"9,1939 21,1939 Feb. 21,1939",
Lewis A. Terven Libbey-Owens-Ford Glass Co,"do Sept. 22, 1938",do,"23.1939 28,1939 do"
Mills of Alabama,"Sept. 27, 1938","Sept. 23,1938 Sept. 27, 1938","Jan. 30,1939 Nov. 10,1938"
• 'Lincoln,,,
Lind Transfer Link Belt Co,"July 29, 1938 Feb. 9,1939","Jan. 19,1939","Feb. 11, 1939"
