row_label,col_1,col_2,col_3
7-RC-164 21-RC-536,Acme Fast Freight Advance Welding Works.,5-RC-154,Chesapeake & Potomac . Telephone Co. of Vir-
19-RC-2,"Alaska Salmon Indus- try, Inc.",9-RC-395,"ginia. Cincinnati Industries,"
19-RC-94,"Alaska Salmon Indus- try, Inc.",,Inc. Clarksburg Paper Co.
19-RC-115,"Alaska Salmon Indus- try, Inc.",21-RC-85 2-RG-136,Cloth Lane Appliance Corp.
20-RC-288 21-RC-230,"Alaska Steamship Co. American Bus Lines,",20-RC-66,Coast Pacific Lumber Co.
3-RC-164,Inc. American Laundry Ma- chinery Co.,19-RC-59 21-RC-617,Columbia Packing Co. Columbia Pictures Corp.
13-RC-362,"American Relay & Con- trols, Inc.",9-RC-121,Columbus Air Condi- tioning Corp.
16-RC-79,American Republics Corp.,21-RG-103,Consolidated Vultee Air- craft Corp.
21-RC-220,American Smelting & Refining Co.,10-BC-15,"Cordele Sash, Door & Lumber Co."
21-RC-262,"American Smelting & Refining Co., Hayden",1-RC-297,"Cornell Dubilier Elec- tric Corp., The."
", 1-RC-848","Operation. American Tube Works, Inc.",33-RC-50 14-RC-287,"Creamland Dairies, Inc. Cupples-Hess Corp., Paper Cup Division."
5-RC-224 9-RC-347,American Viscose Corp. American Viscose Corp.,18-RC-142,"Dahl, Howard, WKBH, Inc."
14-RC-0497 13-RC-408,Anderson Laundry. Armour & Co.,3-RC-52,"Danahy-Faxon Stores, Inc."
21-RC-583 35-RC-89 21-RC-350,Armour & Co. Armour & Co. Arrow Rock Co.,9-RC-109,"Dearing, C. T., Print- ing Co."
2-RC-336,Astor Packing Co.,9-RC-332,"Decker Clothers, Inc."
13-RC-373,Automatic Electric Co.,14-RC-493,"Decorators, Inc. Detroit Canvas"
9-RC-127,"Baldwin Co., The.",7-RC-115,Manu- facturers Association.
1-RC-793 15-RC-94,Bangor Auto Body Shop. Barnett Optical Corp.,39-RC-23,D'Hanis Brick & Tile Co.
10-RC-532,"Bell, S. D., Dental Man- ufacturing Co., Inc.",13-RC-483,"Dirilyte Co. of America, Inc. Dobecemun Co., The."
2-RC-973 21-RC-496,"Bloomingdale Bros., Inc. Blue Diamond Corp.",8-RC-77 20-RC-219,Dodge San Leandro Plant.
2-RC-859 2-RC-461 8-RC-415,"Bonwit-Teller, Inc. Boorum & Pease Co Borden Co., The den Cheese",16-RC-76 21-RC-226,"Dorris, Clayton Co., Inc. Douglass Aircraft"
,"Bor- Division,",,"Co., Inc."
1-RC-205,The. Boston Consolidated Gas Co.,16-RG9 2-RC-177,"Dow Chemical Co., The Dumont, Allen B., Lab-"
17-RC-294,"Brandeis, J. L.,& Sons. Broadway Department",10-RC-543 9-RC-380,"oratories, Inc."
21-RC-588 16-RC-172 21-RC-666,"Stores, Inc. Express, xpress, H. P. Brown, d/b/a. Burnett & Burnett.",1-RC-215,"Eberhart-Conway Co. Electric Auto Lite Co., Die Casting. Elliott, W. H., & Sons"
20-RC-234 21-RC-401,Cabilan Iron & Ma- chine Co. ' • Castle Dome Copper,1-RC-855,"ufacturing Co., The. Corp. Tetraethel,"
,"Co., Inc.",15-RC-38,Co. Empire Furniture Man-
3-RC-50,Carborundum Co.,,Ethyl Lead & Sodium Plant.
4-RC-13 14-RC-13,"Carborundum Co., Carter Carburetor",13-RC-313,"Field, Marshall, & Co. Firestone Tire et Rub-"
,Celanese Corp. of Amer-,15-RC--48,ber Co.
,The. Corp.,,
10-RC-393,ica.,21-RC-51,Fisher Body Co.
