Size of establishment (number of employees),Total / Total number of situations,Total / Percent of all situations / Cumulative percent of all situations,Type of situations / CA / Number of situations,Type of situations / CA / Percent by size class,Type of situations / CB / Number of situations,Type of situations / CB / Percent by size class,Type of situations / CC / Number of situations,Type of situations / CC / Percent by size class,Type of situations / CD / Number of situations,Type of situations / CD / Percent by size class,Type of situations / CE / Number of situations,Type of situations / CE / Percent by size class,Type of situations / CP / Number of situations,Type of situations / CP / Percent by size class,Type of situations / CA-CB combinations / Number of situations,Type of situations / CA-CB combinations / Percent by size class,Other C combinations / Number of situations,Other C combinations / Percent by size class
Total,24802,100.0,15933,100.0,4829,100.0,1611,100.0,434,100.0,75,100.0,472,100.0,1222,100.0,226,100.0
