row_label,col_1
21-R4178,"Van Guard Films, Inc."
1-R-8648,"Veinotte, W. J., Inc."
18-R-8925,Victor Chemical Works.
18-R-4879,Victor Mfg. & Casket Co.
11-R-1218,Victory Products Co.
11-R-1254,Victory Products Co.
15-R-1787,Victory Towing Co.
5-R-2448,Virginia Bridge Co.
5-R-2347,Virginia Electric & Power Co. Virginian Limestone Corp.
5-R-2690,"Wales, Allen, Adding Machine Corp."
8-R-1583 9-R-1930,Wallace Corp.
9-R-2469,"Wallace Corp., The."
18-R-1590,Wallace Supply Co.
18-R-1614,Wallace Supply Co.
18-R-4281,"Wander Co., The."
2-R-6845,Co.
,Ward Leonard Electric
2-R-7286,Ward Motor Vehicle Co.
19-8-1961,Washington Canners Cooperative Association.
19-R-2024,Washington Canners Cooperative.
19-R-2035,Washington Canners Corporative.
5-8-2796,Washington Mills Co.
1-R-8187 1-R-8508,"Watkins, D. M., Co. Webster, F. S., Co."
10-R-1765,Werthan Bag Corp.
2-R-6805,"Western Electric Co., Inc."
,"Western Electric Co., Inc."
3-R-1478 3-R-1485,"Electric Co., Inc."
5-R-2607,Western Western Electric Co.
17-R-1467,Western Electric Co.
21-R-3541,Western Nipple Mfg. Co.
,Western Pennsylvania
6-RE-21,Brewer's Association. Western Railroad Supply Co.
13-R-3716,"Union Telegraph Co., The."
2-R-7588,"Western Westinghouse Electric, Sturtevant Division."
1-R-8490 8-R-1806,Westinghouse Electric Corp.
8-R-1807,Westinghouse Electric Corp.
,Westinghouse Electric Corp.
8-R-1388,Westinghouse Electric Corp.
4-R-2498,Westinghouse Electric Corp.
,Westinghouse Electrical Supply
8-R-2588 2-R-6016,Co. Westinghouse Electric Supply Co.
2-R-7142 2-R-7223,Westinghouse Electric Supply Co.
2-R-7466,Westinghouse Electric Supply Co.
18-R-4050,Westinghouse Electric Supply Co.
21-R-8843,"Westinghouse Electric Supply Co. Radio Stations, Inc."
1-R-8148 1-R-8485,"Westinghouse Radio Stations, Inc., Station"
16-R-2157,Westinghouse WBZ. West Texas Cotton Oil Co.
,Virginia Pulp & Paper Co.
5-R-2629,Paper Corp.
,West
2-R-7662,"Wheeler Whitaker, Fred, Co., Inc. Whitehall"
4-R-2284 1-R4268,Pharmacal Co.
,"& Anderson,"
5-R-2651 7-R-2466,Whitehead Inc. Corp.
,"Wilcox-Gay Cabinet Co., Inc. & Co., Inc."
5-R-2726,"Wilson & Co., Inc."
16-R-2015,Wilson Wilson Wilson & Co.
17-R-1755,Windsor Mfg. & Repair
17-R-1793 2-R-7826,"F. W., & Co."
17D-R-51,Corp. Pump &
17D-R-40,"Woolworth, Corp."
17-R-1496,Worthington Machinery Co. & Miles Co.
5W-R-8,Wyeth Wysong
,"& Towne Mfg. Co.,"
4-R-2614,Yale The.
19-R-2148,Young Iron Works.
,The.
,"Youngstown Steel Door Co.,"
18-R-4185,
