row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Metal mming,13,.2,3,23 1,7,53 8,3,23 1,0,0,5811,.7,4917,.6
Coal mining,4,1,0,.0,0,.0,3,75 0,1,25 0,99,(2),94,(2)
Crude petroleum and natural gas production,4,1,0,0,2,50 0,1,• 25 0,1,25 0,392,. 1,311,(2)
Nonmetallic mining and quarrying,39,7,7,179,3,7.7,22,565,7,179,3051,.3,2695,4
,,1 0,33,56 9,1,1.7,7,12 1,17,29 3,1758,. 2,1416,. 2
Construction Wholesale trade,58 536,9.6,308,57.5,56,10 4,43,8 0,129,24 1,17.962,2 0,15846,2 0
Retail trade,602,10.7,211,35.0,41,6 8,124,20 6,226,37 6,32956,3 7,28710,3 7
"Finance, insurance, and real estate",19,.4,8,42.1,4,21 1,2,10 5,5,26 3,19952,2.2,17665,2 3
"Transportation, commumcation, and other public utilities",490,87,233,47 6,59,120,80,163,118,24 1,104142,11 7,79212,10 1
Highway passenger transportation,63,11,20,31 8,4,63,17,27 0,22,349,3421,.4,2924,.4
Highway freight transportation,138,2 5,62,44 9,5,3 6,25,18 1,46,33 4,1991,.2,1722,.2
Water transportation,42,7,18,42 8,5,11 9,13,31 0,6,14 3,2139,.2,1694,.2
Warehousing and storage,52,. 9,31,59 6,9,17 3,3,5 8,9,17.3,1745,. 2,1575,. 2
Other transportation,21,.4,1,48,6,286,5,238,9,428,3373,.4,3112,.4
Communication,109,1 9,67,61 5,16,14 7,17,15 6,9,8.2,73300,8.2,53129,6 8
"Heat, light, power, water, and sanitary services._ _ _",65,1 2,34,52 3,14,21.5,0,0,17,26 2,18173,2.1,16056,1.9
,,,,,,,,,,,,,,.9
Services,131,2 3,57,43.5,19,14 5,32,24 4,23,17.6,8484,1 0,7237,
