row_label,col_1,col_2
El Analysis of 8(b)(4),El Analysis of 8(b)(4),El Analysis of 8(b)(4)
Total cases 8(b0(4),1395,100 0
8(b)(4XA),118,85
8(bX4XB),927,665
8(b)(4XC),8,06
8(b)(4)(D),280,20 I
8(b)(4XA)(B),58,42
8(b)(4)(BXC),3,02
8(b)(4)(AXBXC),1,0l
8(bX4)(A),177,12 7
8(bX4)(B),989,70 9
8(bX4)(C),12,09
8(bX4)(D),280,20 1
B2 Analysis of 8(bX7),B2 Analysis of 8(bX7),B2 Analysis of 8(bX7)
Total cases 8(b)(7),288,1000
8(b)(7XA),58,20 1
8(b)(7)(B),19,66
8(b)(7)(C),205,71 2
8(b)(7)(AXC),5,17
8(bX7)(BXC),1,03
',','
8(h)(7)(A),63,21 9
867X7XB),20,69
8(b)(7XC),211,73 3
C Charges filed under sec 8(e),C Charges filed under sec 8(e),C Charges filed under sec 8(e)
Total cases 8(e),47,1000
Against unions alone,47,1000
DCharges filed under sec 8(g),DCharges filed under sec 8(g),DCharges filed under sec 8(g)
Total cases 8(g),28,1000
