row_label,col_1,col_2,col_3,col_4,col_5,col_6
,• 577,237298,313,151398,264,103557
1. Boston 2. New York,1157,202141,749,109699,608,116282
3. Buffalo,181,117169,94,76582,87,42778
4. Philadelphia,431,113356,196,61973,235,58703
5. Baltimore,525,130842,246,87091,279,49920
6. Pittsburgh,265,136254,145,78289,120,64551
7. Detroit,562,176130,208,95246,354,190235
8. Cleveland,512,176747,309,144039,203,45798
9. Cincinnati,420,105696,229,45591,191,68788
10. Atlanta,352,90438,190,54267,162,38650
11. Indianapolis,324,70358,184,39746,140,42319
12. Milwaukee,245,47238,152,34065,93,13975
13. Chicago,562,225542,243,148201,319,96517
14. St. Louis,231,61354,138,42475,93,25629
15. New Orleans,304,76653,150,54765,154,25823
16. Fort Worth,193,32864,105,14492,88,19411
17. Kansas City,244,32075,141,20846,103,15792
18. Minneapolis,285,42003,167,32535,118,14840
19. Seattle,506,68547,273,37399,233,34154
29. San Francisco,286,71854,151,49035,135,28850
21. Los Angeles,635,90173,354,53437,281,53627
22. Denver,153,42629,80,32916,73,11832
Board,1,26000,,,1,26000
