row_label,col_1,col_2,col_3,col_4,col_5,col_6
"36-CC-1, 2, 3, 36-CD-1, 2, 3.","Longshoremen, Local 12, CIO, et al. (Irwm Lyons Lumber Co ).","Oct. 29,1948",10 (l)_,,,...s. CO
10-CC-16,"Plumbers, Local 498, AFL (Pettus-Banis- ter Co ).","Nov. 4,1948",10 (1),,,CO
"2-CC-73, 74__--","Retail and Wholesale Employees Union Local 630 and Irving Schechtman (Fed- erated Purchaser, Inc.)","Jan. 14,1949",10 (1)_,"Feb. 3,1949",,.11
35-CC-11,"Metal Polishers, AFL, Local 171 (Climax","Apr. 27,1949",10 (1),,,o C
"21-00-53, 21- CD-JO.","Machinery Co) Los Angeles Building and Construction Trades Council et al , AFL (Westing- house Electric Co.).","May 3, 1949",10 (I),"June 10,1949",,4 to c = g..
2-CC-89,"Confectionery and Tobacco Jobbers Em- ployees Union Local 1175, AFL (Mon- toya Trading Co ).","May 9,1949",10 (1).,"May 25,1949",,> =
"19-CD-4, 5","Longshoremen, Local 16, CIO (Juneau- Spruce Corp ).","May 12,1949",10 (l),"May 14,1949",,c C o
"30-00-5,6, 7-","Denver Building and Construction Trades Council (Churches, William 0)","May 18,1949",10 (0_,,,XI to
"1-CC-22,23,25, 29, 30, 31, 32, 33, 35, 36, 37, 38",Building and Trades Council and Electri- cal Workers et al. (N Benvenuti & Sons and Alexander Jarvis Co.). -,"May 19,1949",10 (D,,,-o o 4. o
21-CC-60 IS/ 19-CC-12,"Building . and Construction Trades Coun- cil, AFL (Santa Ana Lumber Co). Spokane Building and Trades Council et","May 19,1949 May 20,1949",10 (1) 10 (1)_,"June 13,1919",,-4.. . to
,"al , AFL (Kimsey Mfg. Co.) Electrical Workers, Local 16 AFL (Schnei-",,,,,Z a :r.
9-CC-21,"der, Al J , Co , Inc.)","May 26,1949",10 (1),,"June 1, 1949",
2-CC-93,"Teamsters, Local 807, AFL (Sterling Bev- erages, Inc.)","May 27, 1949",10 (1)_,,,o =
8-0C-7,"Electrical Workers, Local 688, AFL (Cam- lin, WJ., On)","June 7,1949",10 (1)_,,,o r
9-CC-23,"Parkersburg Building and Construction Trades Council, AFL (Litman Motor Freight Co ).","June 15, 1949",10 (1),,,a o- 2 x)
