row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,4130,3678,89 1,2528,1150,6888,6478,94.0,2112,4366
AFL-CIO,4018,3572,889,2457,1115,6569,6178,94 0,1995,4183
Unaffiliated,112,106,94.6,71,35,319,300,040,117,183
