row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
South Carolina...........................................,6,4,2,2,0,2,473,389,215,159,56,0,174,119
Virginia.....................................................,33,23,17,1,5,10,1485,1209,745,624,60,61,464,843
West Virginia............................................,29,19,17,2,0,10,2413,2161,1285,1274,0,11,876,1670
South Atlantic......................................,296,186,147,21,18,110,22309,18707,10867,9469,664,734,7840,12993
Iowa..........................................................,27,19,16,1,2,8,1524,1328,765,742,0,23,563,1058
Kansas.......................................................,13,4,3,1,0,9,1671,1499,536,523,13,0,963,100
Minnesota..................................................,64,24,23,0,1,40,3227,2948,1346,1337,0,9,1602,940
Missouri....................................................,64,25,24,1,0,39,6144,5379,2133,1843,276,14,3246,650
Nebraska....................................................,9,6,5,1,0,3,754,678,401,388,13,0,277,652
North Dakota.............................................,4,2,2,0,0,2,257,233,118,115,3,0,115,176
South Dakota.............................................,3,1,1,0,0,2,380,347,81,81,0,0,266,28
West North Central..............................,184,81,74,4,3,103,13957,12412,5380,5029,305,46,7032,3604
Arkansas....................................................,17,13,11,1,1,4,1544,1442,678,626,42,10,764,411
Louisiana...................................................,36,20,19,1,0,16,2412,1848,1032,1019,12,1,816,1080
Oklahoma..................................................,17,8,8,0,0,9,677,608,306,306,0,0,302,304
Texas.........................................................,64,33,30,2,1,31,4923,4478,2088,1861,208,19,2390,2443
West South Central..............................,134,74,68,4,2,60,9556,8376,4104,3812,262,30,4272,4238
"Total, all States and areas....................",2739,1458,1261,105,92,1281,192958,161895,84993,75973,5093,3927,76902,96150
