row_label,Circuit courts of appeals (headquarters),Total transition Qtr July-Sept 1976,Total fiscal years 1972-76,Affirmed in full / TQ July-Sept 76 Number,TQ July-Sept 76 Percent,Cumulative fiscal years 1972-76 Number,Cumulative fiscal years 1972-76 Percent,Modified / TQ July-Sept 76 Number,TQ July-Sept 76 Percent,Cumulative fiscal years 1972-76 Number,Cumulative fiscal years 1972-76 Percent,Remanded in full / TQ July-Sept 76 Number,TQ July-Sept 76 Percent,Cumulative fiscal years 1972-76 Number,Cumulative fiscal years 1972-76 Percent,Affirmed in part and remanded in part / TQ July-Sept 76 Number,TQ July-Sept 76 Percent,Cumulative fiscal years 1972-76 Number,Cumulative fiscal years 1972-76 Percent,Set aside / TQ July-Sept 76 Number,TQ July-Sept 76 Percent,Cumulative fiscal years 1972-76 Number,Cumulative fiscal years 1972-76 Percent
Total all circuits,55,1500,33,60.0,1005,73.0,7,12.7,140,9.3,4,7.3,73,4.9,1,2.0,27,1.8,10,18.2,165,11.0,
"1. Boston, Mass.",,,,,,,,,,,,,,,,,,,,,,,
