row_label,col_1
4-R-1757,New York Shipbuilding Corp.
9-R-2330 4-R-2118,"Noma Electric Corp. of Maryland, K-D Lamp Division. No-Mend Hosiery, Inc."
16-R-2146,"Norris, W. C., Mfg., Inc."
13-R-2112,"Northern Trust Co., The."
13-R-3877,Northwest Engineering Co.
6-R-1469,"Northwestern Mining & Exchange Co. of Erie, Pennsylvania."
13-R-3672,"Ohio Chemical & Mfg. Co., The, Scanlon-Morris."
8-R-2463,
8-R-2181,Ohio Power Co.
8-R-2327,"Ohio Public Service Co., The. Ohio Public Service Co., The."
9-R-2616,Co.
8-R-2342,Ohio Telephone Service
5-R-2488,"Ohmer Corp., The. Old Dominion Box Co."
,Co.
20-R-1589,Olive Products
13-R-3507,"Oliver Corp., The."
14-R-1518,"Oliver Corp., The."
17-R-1644 21-R-3437,"Omaha Cold Storage Co. Osherenko, Joseph R."
7-R-2247,"Otsego Falls Paper Mill, Inc."
,Owens Corning Fiberglas Corp.
8-R-2269,
19-R-2045,Pacific Car & Foundry Co.
20-R-1549 20-R-1712,Pacific Gas & Electric Co.
20-R-1791,Pacific Gas & Electric Co. Pacific Gas & Electric Co.
1-R-3287,Pacific Mills.
13-RA060,"Packers Association of Chicago, et al."
20-R-1925,"The, Paramount Flag Co."
2-R-7182,Parkchester Machine Corp.
9-R-2173 5-R-2391,Park Woodworking Machine Co.
,Patapsco Scrap Co.
3-R-1484,Pathfinder Chemical Corp.
2-R-6427,"Patterson, John A., Trucking Corp. Peck, Stowe & Wilcox Co., The."
1-R-3482,"Dee Mfg. Co., Plant No. 2."
5-R-2308,Pee
6-R-1211,Pennsylvania Coal & Coke Corp.
6-R-1371,"People's Telephone Corp., The."
13-R-4274,Peoria Wholesale Liquor Distributors' Association.
5-R-2537,Perfection Garment Co. Perfection Sporting & Equipment Co.
8-R-2428,Bet Milk Co.
9-R-2497,
16-R-1651,Phelps Dodge Refining Corp. Phillips Packing Co.
5-R-2882,
8-R-2153,Phillips Petroleum Co.
16-R-2093 9-R-2399,"Phillips Petroleum Co. Pickerington Creamery, Inc."
,Pioneer Paper Stock Co.
4-R-2374,
16-R-19T1,Piper Aircraft Corp.
6-R-1310,"Pittsburgh Railways Co., Debtor, W. D. George. Louis, Dry Goods Co."
10-R-1822,"Pizitz, Packing Co."
13-R-3352,"Plankinton Corp., The."
9-R-2416 4-R-2373,Plastex Apparel Mfg. Co.
,Pocono National Alliance.
13-R-3968 5-R-2364,Polish Potomac Edison Co. .
,Potosi Tie & Lumber Co.
16-R-1972 8-R-2314,"Precision Castings Co., Inc. Steel Car Co., Inc."
,Mfg. & Engineering Corp.
6-R-1458,Pressed Products
13-R-4146 2-R-6774,Public Service Corp. Pullman Standard Car Mfg.
10-R-1711,Co. Knitting Mills Co.
6-R-1550,"Puritan Purolator Products, Inc."
2-R-7262,Pursglove Mining Co.
6-R-1482,
