row_label,col_1,col_2
Total number of cases closed,53381,100 0
"Before formal action, total",52585,98 5'
Adjusted,46145,86 5
"Consent election, union shop authorized",42135,79 0
"Consent election, union shop not authorized",1151,22
"Stipulated election, union shop authorized",338,6
"Stipulated election, union shop not authorized",14,
"Regional director directed election, union shop authorized",2390,45
"Regional director directed election, union shop not authorized",117,.2
Withdrawn,5654,10 6
Dismissed,766,1.4
Otherwise,20,
"After formal action, total",78,' .2
After notice of hearing,7,
"Consent election, union shop authorized Withdrawn",4 3,
"After hearing held, withdrawn",2,
"After Board decision, dismissed",25,.1
"After Board-ordered election, union shop authorized After regional director directed election and objections filed",27,
,17,.1
Union shop authorized,10,
Union shop not authorized,3,
Dismissed,2,
Withdrawn,2,
Closed by public law 189,718,1.3
