row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware..................................................,11,4,4,0,0,7,534,491,228,211,0,17,263,144
District Of Columbia................................,17,13,8,1,4,4,2268,1629,1350,367,47,936,279,2070
Florida......................................................,80,56,50,4,2,24,5546,4907,2476,2234,88,154,2431,3193
Georgia......................................................,33,20,18,2,0,13,4834,4277,1990,1851,139,0,2287,1284
Maryland..................................................,62,38,32,1,5,24,3616,2952,1684,1440,6,238,1268,2064
North Carolina..........................................,25,12,10,0,2,13,1963,1820,758,697,1,60,1062,337
South Carolina..........................................,6,2,2,0,0,4,424,430,184,184,0,0,246,6
Virginia....................................................,18,11,10,1,0,7,790,672,353,343,10,0,319,376
West Virginia............................................,41,24,22,2,0,17,3079,2669,1262,1262,0,0,1407,1232
South Atlantic......................................,293,180,156,11,13,113,23054,19847,10285,8589,291,1405,9562,10706
Iowa..........................................................,14,5,5,0,0,9,694,603,410,410,0,0,193,470
Kansas......................................................,19,13,10,2,1,6,726,614,326,251,73,2,288,399
Minnesota..................................................,50,31,23,7,1,19,2888,1957,944,880,38,26,1013,1384
Missouri....................................................,57,26,26,0,0,31,3258,2966,1254,1086,168,0,1712,579
Nebraska....................................................,13,3,3,0,0,10,667,621,293,293,0,0,328,186
North Dakota............................................,5,2,2,0,0,3,55,42,18,18,0,0,24,15
South Dakota............................................,1,0,0,0,0,1,30,30,13,13,0,0,17,0
West North Central..............................,159,80,69,9,2,79,8318,6833,3258,2951,279,28,3575,3033
Arkansas....................................................,5,1,0,0,1,4,991,921,351,298,0,53,570,118
Louisiana..................................................,22,11,11,0,0,11,1704,1263,679,566,0,113,584,955
Oklahoma..................................................,11,6,5,1,0,5,1080,901,267,239,28,0,634,250
Texas........................................................,55,31,24,4,3,24,4366,4146,2342,1516,433,393,1804,2296
West South Central..............................,93,49,40,5,4,44,8141,7231,3639,2619,461,559,3592,3619
"Total, all States and areas....................",2537,1437,1253,87,97,1100,168759,143589,74772,64679,2922,7171,68817,75984
