row_label,col_1,col_2,col_3
General Furniture Manufacturing Co,"June 30, 1938 July 29, 1937","(5) Aug. 6, 1937 Oct. 26,1937 June 8,1938 Apr. 16,1938","Mar. 15,1938"
General Shoe Co,,,
Georgia Granite Co,"Oct. 21,1937",,
"Gerling Furniture Manufacturing Co., Inc., The","June 2,1938",,
Glidden Co,"Apr. 16,1938","Nov. 22,1937","Apr. 6,1938"
"Globe Cotton Mill, The","Nov. 22,1937",,
"Godchaux Sugars, Inc","Jan 24,1938","Feb. 5,1938",(2)
Gold Claire Hat Mfg. Co,"Sept. 30,1937","Oct. 13, 1937",
Goldstein Hat Co,"Oct. 14,1937","Oct. 21,1937",((I3
Good Coal Co,"Dec. 3,1937","Dec. 7,1937",
Goodyear Tire & Rubber Co. of Alabama,"Aug. 19,1937","Dec. 1, 1937",5) 5 )
Goshen Rubber and Manufacturing Co,"Feb. 24,1938","Feb. 26, 1938",(5 )
"Gotham Shoe Manufacturing Co., Inc","Feb. 18,1938","Feb. 23, 1938",(2)
Gould and Rosenberg,"Jan. 24, 1938","Jan. 24, 1938",(5)
"Grace Co., The","Oct. 12, 1937","Oct. 16, 1937","June 8, 1938"
Grace Line Grant Sportswear,"Aug. 19,1937","Aug. 19, 1937",(2)
Grapevine Coal Co,"July 6, 1937 Sept. 13, 1937","July 7,1937 Sept. 22,1937",
Green Silvers Coal Co,,Oct.,
,"Oct. 22, 1937","25, 1937 Nov. 12, 1937",5:) •
"Greer Steel Co., The Griess-Pfleger Tanning Co","Nov. 11, 1937 Nov. 9,1937","Dec. 6, 1937","Dec. 3, 1937 (5)"
Griswold Manufacturing Co,"Sept. 27,1937","Oct. 1,1937","Mar. 30, 1938"
Hamilton-Brown Shoe,"July 8, 1937","July 29,1937",
Hammond-Redwood Co,"Feb. 10,1938","Feb. 17,1938",(2)?
"Hanna Ore Mining Co., M. A","June 2, 1938","June 8, 1938",(2)
Hanson-Whitney Machine Co,"Jan. 4, 1938","Jan. 5,",(2)
"Harlan Central Coal Co., The","Apr. 21,1938","May 6, 1938",(2)
Harlan Fuel Co,"Oct. 11, 1937","Oct. 16, 1937",(2)
Harnischfeger Corporation,"Aug. 12, 1937","Sept. 2, 1937",(3)
Harrisburg Children's Dress Co Harris Structural Steel Co,"May 9,1938 Nov. 15, 1937","May 12, 1938 Nov. 16,1937",((z
Harry Schwartz Yarn Co,"Oct. 7,1937","Nov. 1,1937",
Harter Corporation,do,"Oct. 16,1937 (5)",(2)
Hawkey° Pearl Button Co,,,"May 27, 1938"
"Heald Division-Meade Corporation, John Hearst Consolidated Publications, Inc","Dec. 2, 1937 Feb. 17, 1938","Dec. 2,1937 Feb. 18,1938",
H. E. Fletcher Granite Co,,"'Oct. 19, 1937","Mar. 2,1938"
,"Oct. 18,1937 Nov.",,"Apr. 9, 1938"
H. J. Heinz Company H. J. Heinz Corporation,Apr.,Nov. (I),
,"15,1937","26,1937",
Heller Brothers Co,"Dec. 6,","Dec. 10, 1937","June 4, 1938"
"Hemp & Co Hercules-Campbell Book Co., Inc","Dec. 9, Dec. 18,","Dec. 21,1937 do..","(2) 2May 25, 1938"
Hershey Chocolate Corporation,,"Apr. 23, 1938","'May 5, 1938"
"Hewitt Soap Co., The","Apr. 23, 1938 (5)",,"Apr. 21, 1938"
Heyward Granite Co,"Mar. 7, 1938","Mar. 14,1938",
Do,"May 9,1938","May 11,1938",g))
Highland Park Manufacturing Co,"Dec. 9, 1937","Dec. 11, Apr. 4,",2') )
"Highland Shoe, Inc","Apr. 1, 1938",1937,
Hilgartner Marble Co,"Apr. 18, 1938","1938 Apr. 19, 1938",
"Hood Rubber Co., Inc","Apr. 14,1938","Apr. 21, 1938",F2)
"Hoover Co., The","Oct. 18,1937 Apr. 14, 1938",Oct. Apr.,"Apr. 21, 1938"
Do Hope Webbing Co,"Jan. 31, 1938","22,1937 16,1938 Feb. 17, 1938",
"Howry-Berg, Inc","Jan. 24, 1938",Jan.,
,"Sept. 23,1937","Sept. 29,",
H. T. Poindexter & Sons Huck Leather Co,"Jan. 13, 1938","24,1938 Jan.",(2)
Humble Oil & Relining Co,"Mar. 7, 1938","1937 Apr. 2,1938",2)
Do,do,"18,1938 do",
Hunt Brothers Packing Co,"Apr. 11,1938",,
"H. Zirkin and Sons, Inc","Jan. 27,1938","Jan. 27,1938",(5) (2)
Ideal Foundry and Machinery Co,"Apr. 9,1938 Dec. 9, 1937","Apr. 9, 1938 Dec. 9, 1937","Apr. 29,"
I. Libowitz,"May 12, 1938","May 13, 1938",(I)
Independent Pneumatic Tool Co,,,(2)
Indiana Cash Drawer Co,"May 26, 1938","May 26,","1938 Feb. 11,"
Indianapolis Glove CO,"Aug. 5,1937","Aug. 9,",1938
,,1938 1937,Mar.
Ingram Manufacturing Co,Nov.,"Nov. 11, 1937","11,1938"
Inland Lime (SE Stone Co. and Inland Steel Co,"10,1937",,
I Consent order issued.,,,
,"Sept. 27, 1937","Oct. 5, 1937",
Awaiting Board decision.,,,
'Settled before decision of Board was issued.,,,
,1937,,
,"11,1938",,
,1937,,
,1937,,
