row_label,col_1,col_2,col_3
16-RC-265,Oklahoma Publishing,2-RC-58,Sacks Barlow Foundry
167RC-327,Co. Oklahoma Transporta- tion.,21-RC-654,Co. Salinas Valley Vegetable Exchange.
• 14-RC-64,"Olin Industries, Inc., Western Cartridge Di- vision.",1-RC-230 19-RC-217 8-RC-96,"Sargeant & Co. Savage Lumber Co. Schaeffer Body, Inc."
3-RC-112,"O'Rourke Baking Co., Inc.",21-RC-362,Schenley Distillers Corp.
31-RC-18,"Outboard Marine & Manufacturing Co., Evinrude Motors Di-",39-RC-26,Schlumberger Well Sur- veying Co.
,vision.,30-RC-82,Screw Machine Prod- ucts Co.
8-RC-6,Owens Corning Fiber- glass Corp.,9-RC-299,"Seagram, Joseph E. & Sons, Inc."
8-RC-358,Owens-Corning Fiber- glass Corp.,20-RC-96,Shell Chemical Corp. (Shell Point Plant).
,,21-RC-199,Shell Chemical Corp.
20-RC-298,Pacific Grape Products,21-RC-172,Shell Oil Co.
20-RC-304,Co. Pacific Slope Lumber,18-RC-115 34-RC-115,"Shiely, J. L., Co. Skyline Cooperative"
10-RC-185,Co. Pan-American Optical,13-RC-409,"Dairies. Slaby's, Mrs. Noodle Co."
- 1-RC-722 9-RC-264,"Co. Pappas, C. Co., Inc. Peal Manufacturing Co.",2-RC-624 16-RC-325,"Sloane, W. & J. Smith, Charles Nash"
35-RC-109,"Penn Coal Co., Inc.",,Co.
9-RC-98,Pepsi Cola Concentrate,20-RC-61 39-RC-45,"Sound Lumber Co. Southern Co., The."
15-RC-7,Co. Permanente Metals Corp.,10-RC-247,Southern Paperboard Corp.
21-R C-614,Phelps-Dodge Corp.,13-RC-435,Sparton Teleoptic Co. Spickelmier Co.
", 5-RC-28 6-RC-14","Phillip Morris Tobacco Co., Inc. Pittsburgh Railways",35-RC-183,Sz/or Builders Sand & Gravel Co.
10-RC-309,"Co., W. D. George & Thomas Fitzgerald. Pizitz Dry Goods Co. Platte-Clay Electric Co-",5-RC-27 10-RC-238,"Sta-Kleen Bakery, Inc. Standard-Coosa- Thatcher Co. Co. (Thatcher Mill)."
17-RC-285 20-RC-2,operative.,7-RC-9 9-RC-408,"Standard Oil Co. Standard Register Co.,"
13-RC-270,Poultry Producers of Central California. Progressive Cleaners &,16-RC-108,The. Stanolind Oil & Gas Process Research Sec-
2-RC-627,"Dyers, Inc. Prudential Insurance",2-RC-909,tion. Stern Bros.
30-RC-59,"Co. of America, The. Purity Creamery.",21-RC-320 21-RC-671,Sun Photo Co. Swoape Truck & Crane Service.
10-RC-530,"Ray Lyon Co., Inc. Reading Preserving Co.",10-RC-141,Tampa Sand & Material
1-RC-363 20-RC-300,Red Star Industrial,,"Co., Inc. Teletype Corp."
,Service.,13-RC-106 8-RC-100,Telling Belle Vernon
8-RC-108,"Renner, George J. Brew- ing Co. The, Burk- hardt Brewing Co.",5-RC-197,Co.
3-RC-186 9-RC-361,Republic Steel Corp. Reynolds Metals Co. Rice-Stix Dry Goods,19-RC-105,"Thalhimer Brothers, Inc. Tingling & Powell &"
14-RC-11 9-RC-139,Co. Richter Transfer Co.,8-RC-276,"Electric Constructors, Inc. Tinnerman Products,"
15-RC-98 1-RG-733,"Roberts, F. L. & Co.,",,Inc. Corp.
,Riggs Optical Co. Inc.,13-RC-29,Tucker
13-RC-471 14-RC-132,"Roper, George D., Corp. Rub R Engraving Co.",21-RC-246,United Concrete Pipe Corp.
