row_label,Size of establishment (number of employees),Total — Total establishments of all sizes,Total — Cumulative percent of total,Type of situations — CA — Number of situations,Type of situations — CA — Percent by size class,Type of situations — CB — Number of situations,Type of situations — CB — Percent by size class,Type of situations — CC — Number of situations,Type of situations — CC — Percent by size class,Type of situations — CD — Number of situations,Type of situations — CD — Percent by size class,Type of situations — CE — Number of situations,Type of situations — CE — Percent by size class,Type of situations — CG — Number of situations,Type of situations — CG — Percent by size class,Type of situations — CP — Number of situations,Type of situations — CP — Percent by size class,Type of situations — CA-CB combinations — Number of situations,Type of situations — CA-CB combinations — Percent by size class,Type of situations — Other-C combinations — Number of situations,Type of situations — Other-C combinations — Percent by size class
Total (all sizes — ULP situations FY1983),76326,26656,100.0,23406,100.0,6308,100.0,1366,100.0,314,100.0,59,100.0,31,100.0,360,100.0,1378,100.0,165,100.0
