row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,1,0,0,0,0,1,14,14,3,3,0,0,11,0
Animal Production....................................,3,2,1,0,1,1,664,606,143,131,0,12,463,24
Support Activities for Agriculture and Forestry....................................................,2,0,0,0,0,2,151,128,59,59,0,0,69,0
"Agriculture, Forestry, Fishing, and Hunting......................................................",6,2,1,0,1,4,829,748,205,193,0,12,543,24
Oil and Gas Extraction..............................,6,4,4,0,0,2,89,82,47,47,0,0,35,60
Mining (except Oil and Gas)....................,17,4,3,0,1,13,1425,1343,594,585,0,9,749,159
Support Activities for Mining..................,5,4,2,1,1,1,300,268,188,28,107,53,80,265
Mining..................................................,28,12,9,1,2,16,1814,1693,829,660,107,62,864,484
Utilities................................................,65,37,33,3,1,28,4064,3570,1766,1642,101,23,1804,1449
"Building, Developing and General Contracting................................................",28,19,18,1,0,9,553,433,267,262,5,0,166,414
Heavy Construction..................................,29,14,13,1,0,15,727,649,314,285,29,0,335,259
Special Trade Contractors........................,291,166,163,3,0,125,7138,5571,3448,3327,26,95,2123,4262
Construction........................................,348,199,194,5,0,149,8418,6653,4029,3874,60,95,2624,4935
Food Manufacturing..................................,103,45,42,1,2,58,10016,9046,3899,3774,23,102,5147,2385
Beverage and Tobacco Product Manufacturing..........................................,35,13,13,0,0,22,2111,1876,899,899,0,0,977,825
Textile Mills..............................................,2,2,2,0,0,0,32,29,21,21,0,0,8,32
Textile Product Mills................................,2,1,1,0,0,1,338,318,183,183,0,0,135,247
Apparel Manufacturing............................,4,0,0,0,0,4,1206,1067,274,274,0,0,793,7
Leather and Allied Product Manufacturing..........................................,2,1,1,0,0,1,66,65,24,24,0,0,41,13
31-Manufacturing................................,148,62,59,1,2,86,13769,12401,5300,5175,23,102,7101,3509
