row_label,col_1,col_2
,,Page
16.,"Industrial Distribution of Representation Elections Held in Cases Closed, Fiscal Year 1968",234
17.,"Size of Units in Representation Election Cases Closed, Fiscal Year 1968",236
18.,"Distribution of Unfair Labor Practice Situations Received, by Num- ber of Employees in Estabhshment, Fiscal Year 1968",238
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 1968; and Cumulative Totals, Fiscal Years 1936-68",240
19A.,"Proceedings Decided by Circuit Courts of Appeals on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 1968 Compared With 5-Year Cumulative Totals, Fiscal Years 1963",
,Through 1967,241
20.,"Injunction Litigation Under Section 10(e), 10(j), and 10(1), Fiscal Year 1968",242
21.,Miscellaneous Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Fiscal Year 1968,243
22.,"Advisory Opinion Cases Received, Closed, and Pending, Fiscal Year 1968",244
22A.,"Disposition of Advisory Opinion Cases, Fiscal Year 1968",244
CHARTS IN CHAPTER,CHARTS IN CHAPTER,CHARTS IN CHAPTER
CH ART 1.,Case Intake by Unfair Labor Practice Charges and Representation Petitions,4
2.,ULP Case Intake,5
3.,Disposition Pattern for Unfair Labor Practice Cases,7
4,"Number and Age of Unfair Labor Practice Cases Pending Under Preliminary Investigation, Month to Month",8
5.,Unfair Labor Practice Merit Factor,9
6.,Complaints Issued in Unfair Labor Practice Proceedings and Me- dian Days from Filing to Complaint,10
7.,Unfair Labor Practice Cases Settled,11
8,Trial Examiner Hearings and Decisions,12
9.,Amount of Backpay Received by Discriminatees,14
10.,Time Required to Process Representation Cases From Filing of Petition to Issuance of Decision,16
11.,Board Case Backlog,17
12.,Collective-Bargaining Elections Closed,18
13.,Decisions Issued,19
14.,Cases Closed,20
15.,Comparison of Filings of Unfair Labor Practice Cases and Repre- sentation Cases,21
