row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,5860,103.0,4538,100.0,232,100.0,1090,100.0,145,100.0
Before issuance of notice of hearing. -- ............ ------_____....--,1900,32.4,1203,26.5,119,51.3,578,53.0,115,79.3
"After issuance of notice, before close of hearing _ ...... -.-",3120,53.2,2618,57.7,86,37.1,416,38.2,14,9.7
"After hearing closed, before issuance of decision",69,1.2,56,1.2,1,0.4,12,1.1,1,0.6
After issuance of Regional Director's decision,771,13.2,661,14.6,26,11.2,84,7.7,15,10.3
After issuance of Board decision,0,,0,,0,,0,,0,
