row_label,col_1,col_2
Total number of cases closed before issuance of complaint,212,100.0
Agreement of the parties-informal settlement,85,40.2
Before I0(k) notice,61,28.8
"Ma 10(k) notice, before opening of 10(k) hearing",19,9.0
"After opening of I0(k) hearing, before Issuance of Board decision and determination of dis- pute .",5,24
Compliance with Board decision and determination of dispute,9,4.3
Withdrawal,82,38.5
Before I0(k) notice,76,35.6
"After 10(k) notice, before opening of 10(k) hearing ..",4,1.9
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",i,05
After Board decision and determination of dispute .,i,0.5
Dismissal,36,17.0
Before 10(k) notice,26,12.3
"After 10(k) notice, before opening of 10(k) hearing ..",7,3.3
"After opening of I0(k) hearing, before Issuance of Board decision and determination of dis- pute.",3,1.4
By Board decision and determination of dispute,o,
