row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,5,4,4,0,0,1,248,221,115,115,0,0,106,148
Animal Production....................................,7,2,2,0,0,5,3755,3201,929,929,0,0,2272,144
Support Activities for Agriculture and Forestry.....................................................,1,1,1,0,0,0,7,7,7,7,0,0,0,7
"Agriculture, Forestry, Fishing, and Hunting.................................................",13,7,7,0,0,6,4010,3429,1051,1051,0,0,2378,299
Oil and Gas Extraction..............................,6,4,3,0,1,2,181,169,120,74,0,46,49,124
Mining (except Oil and Gas).....................,9,4,4,0,0,5,568,547,201,201,0,0,346,40
Support Activities for Mining...................,3,1,1,0,0,2,49,43,24,24,0,0,19,34
Mining..................................................,18,9,8,0,1,9,798,759,345,299,0,46,414,198
Utilities.................................................,65,37,35,1,1,28,3452,3217,1836,1785,30,21,1381,2113
"Building, Developing and General Contracting................................................",22,13,13,0,0,9,644,512,211,209,0,2,301,244
Heavy Construction...................................,21,11,9,0,2,10,623,578,323,316,0,7,255,290
Special Trade Contractors.........................,259,151,135,1,15,108,7703,5624,3468,3171,12,285,2156,4318
Construction.........................................,302,175,157,1,17,127,8970,6714,4002,3696,12,294,2712,4852
Food Manufacturing..................................,95,38,34,3,1,57,10114,9781,4975,4792,91,92,4806,2987
Beverage and Tobacco Product Manufacturing...........................................,26,5,3,2,0,21,1009,908,311,237,74,0,597,109
Textile Mills..............................................,5,4,4,0,0,1,631,593,306,306,0,0,287,228
Textile Product Mills................................,4,1,1,0,0,3,227,218,97,97,0,0,121,8
Apparel Manufacturing.............................,3,1,1,0,0,2,256,224,85,29,0,56,139,28
Leather and Allied Product Manufacturing...........................................,3,0,0,0,0,3,498,501,119,103,16,0,382,0
31-Manufacturing.................................,136,49,43,5,1,87,12735,12225,5893,5564,181,148,6332,3360
Wood Product Manufacturing...................,19,8,7,1,0,11,1158,1111,486,463,0,23,625,311
