row_label,col_1,col_2,col_3
bg g,riPci,g,11i' vliIIIIIIIF11111
81 8 12 co ; . U,itig z.gmm Hai,", N",V.I■sONN0000NON0000000N00000
81 8 12 co ; . U,,0 8,"CIVO.N.),...""1.n''""WVMn''-'101A 4,,A.1.1 . ,4,Nr4-dr z o-do-ddd ,oHmenc4r4"
b,it:.. Mil atil,g g,47;r4gANgImmo-o---o4rAilgvoo HIPIIIIP1111
b,05466 Mi8,a,",DOONOWNOON001..0.-.00.-.00000..0000"
. u,k 414,g,"l""1111111°21.21111TI111"
. u,.-. son 2Aa.,N el,0■■0000000VOMOON00...0■0N000
g 1 d,HEili .,g _,",., wIn1-11""P11-111'""1111121111"
1 .,042 CAS,cf.,Nom-0.-....o-oo-oco-..occooricl000
a,Hag ',q 8,"gi sn . l .71 . r .: ri en ni ni .- _ 111""'""""""2i"
a,etJag MIS,7t =,"gnmw..4-3-0,..--Noo--1-,4,4m-0 -"
u u,",- ..",R,"AII RnR,1Nr%RrIRN.m1IRRRIVI 0 IR 0 ^ .. N MMNM"
u u,"...., Sc"".g nit?,",Q,"soA$ i4i rpv . H . ammoov.rwoo...0 . ,,,,, , ,-0"
"03 ,..,",. ki z.Na,q 8,"...A,I.....nn.,,in.•,...,....nri,-nn mm,,,mr4.1e4r4-dmo■doNddddrzwtmq-."
"03 ,..,",iD1 z......,g .,G1.124sv:iglagvEgge;gg..7...ggslilog
< 0,. . ki kaj,q 8,",...'tr:,,,n--.1-,Imq.!.:Anr.-.,..,A,...q,-inm o0'H.,,v,ome4r4-vi--00N0000,o4NN-0"
< 0,"6°,1,2 21-ogB","A , ,,, N","vl'nsgrimpna.nuqsq,ares§pm ...-,,o. N ..,.. N.■.N.....■■ NMN NN . . Na----:"
1 E-.,"70E= . . E""?.§,. .,Mg dAater4'' I 1","70E= . . E""?.§,. .,Mg dAater4'' I 1","A'0.01nno..Rnnn0q•AN's:nnn.Inn 9.2AgAQ4q%2PAA8,74g322121:2270n"
"4E2 ,6 2 REItiS","4E2 ,6 2 REItiS",el 2 l'-',"RoneiRRoorlelonmNR'ovAARrict o0'HvIv.INNe4-H0-0dev0000,o4c4.4-."
"'311"" oCi g i- = ,...= = o","'311"" oCi g i- = ,...= = o","2 n - ■•^ ,","VSg.T4.74g;!=.1111'°Ag,ag$8SA'AZ' l-let..t.....ww-mr-.+N-r-'--- ri m MNN.-.. N (4.-."
"i Z.-. it la -E E,. fA § in","i Z.-. it la -E E,. fA § in",. .§ H,"9• 7 •-• ..Mmma,Mcbgeng ig2g;'48gigAA4Ai0iFkiiiii . I .. 8!=g4AMR.M&R& g i na en vl 1-• oo Nen N N"
