row_label,col_1,col_2,col_3
19-UA-582,St. Paul &Tacoma Lum- ber Co.,20-UA-43,Utah Wholesale Grocery Co.
19-UA-1654,Suburban Transporta- tion System.,2-UA-3661,"Western Electric Co.,"
,,,Inc.
,B. Cases decided on the basis of stipulated elections,B. Cases decided on the basis of stipulated elections,B. Cases decided on the basis of stipulated elections
10-UA-134 7-UA-432,American Bakeries Co. American Forging & Socket Co.,19-UA-504 20-UA-1687,"Seattle Times Co., The. Sonoma County Bever- age Truck Operators."
7-UA-1070,Ampco Twist Drill Corp.,20-UA-1670,Sonoma County Beer Truck Operators.
13-UA-1804,Bear-Stewart Co.,35-UA-356 9-UA-916,"Suppiger, G. S., Co. Swift &Co."
20-UA-1403,"California Association of Employers Mann County Council, et al.","36-UA-1466 36-UA-1467 36,-UA-1468",Swift &Co. Swift &Co. Swift &Co.
16-UA-252 4-UA-600,Gaso Pump &Burner. General Electric Supply Corp.,16-UA--245,Twentieth Century Man- ufacturing & Supply
5-UA-453,General Electric Supply,,Co.
5-UA-931,Corp. General Electric Supply,1-UA-2774,Westinghouse Electric Corp.
8-UA-772,Corp. General Electric Supply Corp.,1-UA-2908,Westinghouse Electric
16-UA-351,General Electric Supply Corp.,4-UA-1066,Corp. Westinghouse Electric
7-UA-1389,General Foundry &Man- ufacturing Co.,4-UA-1148,Corp. Westinghouse Electric
20-UA-1795 20-UA-1047,Golden Eagle Milling Co. Grass Valley Lumber Co.,6-UA-551,Corp. Westinghouse Electric
13-UA-869,,8-UA-1664,Corp. Westinghouse Electric Corp.
,Illinois Bell Telephone Co. Illinois Bell Telephone,9-UA-754,Westinghouse Electric
13-UA-1199 13-UA-1537,Co. Illinois Bell Telephone,9-UA-1196,Corp. Westinghouse Electric
13-UA-1171,Co. Illinois Iron &Bolt Co. Interstate Transit,13-UA-2035,Corp. Westinghouse Electric
17-UA-1252,"Lines and Interstate Transit Lines, Inc.",15-UA-364,Corp. Westinghouse Electric Corp.
9-UA-1010,"Magnavox Co. of Ken- tucky, The.",18-UA-1176 4-UA-1431,Westinghouse Electric Corp. Westinghouse Electric
14-UA-1815,Marquette Cement Man- ufacturing Co.,9-UA-988,Supply Co. Westinghouse Electrical Supply Co.
6-UA-366,"National Carbon Co., Inc.",14-UA-3009 8-UA-1671,Westinghouse Electric Supply Co.
18-UA-1322,National Tea Co.,1-UA-2799,Westinghouse Radio Sta-
,,,"Westinghouse Electric Supply Co., The"
13-UA-2371,Pure Oil Co.,4-UA-1020,"Westinghouse Radio Sta- tions, Inc."
13-UA-2372,Pure Oil Co.,19-UA-1611 16-UA-277,Weyerhaueser Timber Co. Wheatley Pump &Valve.
1-UA-1982,"Reardon, John &Sons, Co.",7-UA-1679,Wilson Foundry &Ma- chine Co.
,Co. Co.,20-UA-1619 20-UA-1637,"Winton Lumber Co. Woolworth, F. W,"
1-UA-2219,Rockwood Sprinkler,,Co.
