row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware,13,6,6,0,0,7,661,592,266,265,0,1,326,349
Maryland,42,20,15,0,5,22,3547,3127,1306,988,0,318,1821,1281
District of Columbia,16,12,7,0 0,5 2,4,1111,937,547,197,0 218,350 828,"390 2,550",878
Virginia,32,11,9,,,21,4987,4416,1.866,820 412,55,0,,"1,111 329"
West Virginia,31 17,15 7,13,2 0,0,16,1390,1197,"467 1,939",1930,0,9,"730 2,816",1635
North Carolina South Carolina,7,3,7 3,0,0 0,10 4,"5,322 816","4,755 695",348,348,0,0,347,487
Georgia,38,19,,,1,19,4139,3776,,1701,0,18,2057,1751
Flonda,80,46,18 38,0 1,7,34,5303,5120,"1,719 2,116",1833,33,250,3004,1586
South Atlantic,276,139,116,3,20,137,27276,24615,10574,8494,306,1774,14041,9407
Kentucky,41,18,16,2,0,23,3096,2857,1118,1074,44,0,1739,657
Tennessee .,56,26,24,0,2,30,5100,4783,2165,2112,0,53,2618,1329
Alabama,20,13,13,0,0,7,1510,1386,592,547,45,0,794,390
Mississippi .... .......,17,5,5,0,0,12,1421,1291,525,517,0,8,766,526
East South Central .,134,62,58,2,2,72,11127,10317,4400,4250,89,61,5917,2902
Arkansas,14,7,7,0,0,7,2.012,1793,968,968,0,0,825,1004
Louisiana .,24,10,10,0,0,14,1503,1164,535,535,0,0 6,629,816
Oklahoma,10,5,5,0,0,5,999,871,428,422,0,,443,655
Texas,65,25,25,0,0,40,7.929,7171,3213,3138,12,63,3958,2887
West South Central,113,47,47,0,0,66,12443,10999,5144,5063,12,69,5855,5362
Montana,18,9,9,0,0,9,632,560,242,242,0,0,318,243
Idaho,8,3,3,0,0,5,345,321,169,165,4,0,152,147
Wyoming,4,2,2,0,0,2,480,435,139,139,0,0,296,46
Colorado,29,14,12,1,1,15,785,711,358,294,20,44,353,367
New Mexico,14,9,9,0,0,5,674,633,390,390,0,0,243,552
Anzona,17,11,9,0,2,6,383,327,181,155,0,26,146,230
Utah,6,1,0,0,1,5,231,214,74,72,0,2,140,8
Nevada,39,19,18,,,20,5330,4816,2319,2224,,,2497,2901
,,,,1,0,,,,,,90,5,,
