row_label,col_1,col_2
"2 U, ,.--,E ., -c- ..,..o 0","V. :..8-°7,..7.; . E , ,w,c","0M,,0NN0040VN040NNV00MMN.0'1 8 ,,C . I . 000104 . - w 0,70000 . -- . 000004N . -- $ 0 . -- , 0 .MN00NN LONN00.00,N0ni.,0NVNM.,N0M.,0.00M,NNN o00'1-'1---'.. LOW"
