row_label,col_1,col_2,col_3
P. Ballantine &Sons,"Apr. 24,1939","1938 1919 May 11, 1939",(I) Jan.
Pennsylvania Shipping Co,"Dec. 5,1938","Dec. 5, 1938",Do.
Do,do,do,Do.
Do,do,do,Do.
Do,do,do,Do.
Pennsylvania Shipping Co. (engine),"do Oct. 31, 1938",do,"Jan. 20,"
Petroleum Navigation Co,,,
,,"Apr. 1, 1938",
,,,1939
,,,"24,1939"
,,,1938
,,,1938
,,,1939
