row_label,col_1
I. Applications for fees and expenses before the NLRB.,I. Applications for fees and expenses before the NLRB.
A. Filed with Board,4
B. Hearings held.,0
C. Awards ruled on:,
I. By administrative law judges:,
Granting,
Denying,8
2. By Board:,
Granting,1
Denying,
D. Amount of fees and expenses in cases ruled on by Board.,
Claimed,328891.84
Recovered . esi IL Apphcattons for fe -ild expenses before the circuit courts of appeafr,71
A Awards ruled on,
Granting,
Denying,5
B. Amount of fees and expenses recovered pursuant to court award,"5150,000 00"
IL Applications for fees and expenses before the district courts,
A. Awards ruled on:,
Granting .,0
Denying,0
B. Amounts of fees and expenses recovered pursuant to court award,0
